ordo,ordo_date
Ordonnance n° 2005-136 du 17 février 2005 relative à la garantie de la conformité du bien au contrat due par le vendeur au consommateur.Vigueur,Ordonnance n° 2005-136 du 17 février 2005 relative à la garantie de la conformité du bien au contrat due par le vendeur au consommateur.Vigueur
Ordonnance n° 2005-1477 du 1 décembre 2005 portant diverses dispositions relatives aux procédures d'admission à l'aide sociale et aux établissements et services sociaux et médico-sociaux.Vigueur,Ordonnance n° 2005-1477 du 1 décembre 2005 portant diverses dispositions relatives aux procédures d'admission à l'aide sociale et aux établissements et services sociaux et médico-sociaux.Vigueur
Ordonnance n° 2005-1478 du 1 décembre 2005 de simplification du droit dans le domaine des élections aux institutions représentatives du personnel.Vigueur,Ordonnance n° 2005-1478 du 1 décembre 2005 de simplification du droit dans le domaine des élections aux institutions représentatives du personnel.Vigueur
Ordonnance n° 2005-1512 du 7 décembre 2005 relative à des mesures de simplification en matière fiscale et à l'harmonisation et l'aménagement du régime des pénalitésVigueur,Ordonnance n° 2005-1512 du 7 décembre 2005 relative à des mesures de simplification en matière fiscale et à l'harmonisation et l'aménagement du régime des pénalitésVigueur
Ordonnance n° 2005-1516 du 8 décembre 2005 relative aux échanges électroniques entre les usagers et les autorités administratives et entre les autorités administratives.Vigueur,Ordonnance n° 2005-1516 du 8 décembre 2005 relative aux échanges électroniques entre les usagers et les autorités administratives et entre les autorités administratives.Vigueur
Ordonnance n° 2005-1526 du 8 décembre 2005 modifiant la loi n° 91-647 du 10 juillet 1991 relative à l'aide juridique.Vigueur,Ordonnance n° 2005-1526 du 8 décembre 2005 modifiant la loi n° 91-647 du 10 juillet 1991 relative à l'aide juridique.Vigueur
Ordonnance n° 2005-1527 du 8 décembre 2005 relative au permis de construire et aux autorisations d'urbanisme.Vigueur,Ordonnance n° 2005-1527 du 8 décembre 2005 relative au permis de construire et aux autorisations d'urbanisme.Vigueur
Ordonnance n° 2005-1528 du 8 décembre 2005 relative à la création du régime social des indépendantsVigueur,Ordonnance n° 2005-1528 du 8 décembre 2005 relative à la création du régime social des indépendantsVigueur
Ordonnance n° 2005-1529 du 8 décembre 2005 instituant un interlocuteur social unique pour les indépendantsAbrogé,Ordonnance n° 2005-1529 du 8 décembre 2005 instituant un interlocuteur social unique pour les indépendantsAbrogé
Ordonnance n° 2005-1566 du 15 décembre 2005 relative à la lutte contre l'habitat insalubre ou dangereux.Vigueur,Ordonnance n° 2005-1566 du 15 décembre 2005 relative à la lutte contre l'habitat insalubre ou dangereux.Vigueur
Ordonnance n° 2005-171 du 24 février 2005 simplifiant les procédures de constitution et de réalisation des contrats de garantie financière.Vigueur,Ordonnance n° 2005-171 du 24 février 2005 simplifiant les procédures de constitution et de réalisation des contrats de garantie financière.Vigueur
Ordonnance n° 2005-174 du 24 février 2005 relative à l'organisation et à la vente de voyages et de séjours.Vigueur,Ordonnance n° 2005-174 du 24 février 2005 relative à l'organisation et à la vente de voyages et de séjours.Vigueur
Ordonnance n° 2005-299 du 31 mars 2005 relative à la création à titre provisoire d'institutions communes aux régimes de sécurité sociale des travailleurs indépendantsVigueur,Ordonnance n° 2005-299 du 31 mars 2005 relative à la création à titre provisoire d'institutions communes aux régimes de sécurité sociale des travailleurs indépendantsVigueur
Ordonnance n° 2005-303 du 31 mars 2005 portant simplification des règles de transfert de propriété des instruments financiers admis aux opérations d'un dépositaire central ou livrés dans un système de règlement et de livraison.Vigueur,Ordonnance n° 2005-303 du 31 mars 2005 portant simplification des règles de transfert de propriété des instruments financiers admis aux opérations d'un dépositaire central ou livrés dans un système de règlement et de livraison.Vigueur
Ordonnance n° 2005-389 du 28 avril 2005 relative au transfert d'une partie du personnel de la Caisse autonome nationale de la sécurité sociale dans les mines à la Caisse des dépôts et consignationsVigueur,Ordonnance n° 2005-389 du 28 avril 2005 relative au transfert d'une partie du personnel de la Caisse autonome nationale de la sécurité sociale dans les mines à la Caisse des dépôts et consignationsVigueur
Ordonnance n° 2005-395 du 28 avril 2005 relative au service public du changement d'adresse.Vigueur,Ordonnance n° 2005-395 du 28 avril 2005 relative au service public du changement d'adresse.Vigueur
Ordonnance n° 2005-406 du 2 mai 2005 simplifiant le régime juridique des établissements de santéVigueur,Ordonnance n° 2005-406 du 2 mai 2005 simplifiant le régime juridique des établissements de santéVigueur
Ordonnance n° 2005-428 du 6 mai 2005 relative aux incapacités en matière commerciale et à la publicité du régime matrimonial des commerçants.Vigueur,Ordonnance n° 2005-428 du 6 mai 2005 relative aux incapacités en matière commerciale et à la publicité du régime matrimonial des commerçants.Vigueur
Ordonnance n° 2005-429 du 6 mai 2005 modifiant le code monétaire et financier (partie législative).Vigueur,Ordonnance n° 2005-429 du 6 mai 2005 modifiant le code monétaire et financier (partie législative).Vigueur
"Ordonnance n° 2005-43 du 20 janvier 2005 relative à la chambre de l'agriculture, de la pêche et de l'aquaculture, à la chambre de commerce et d'industrie et à la chambre de métiers et de l'artisanat de MayotteVigueur","Ordonnance n° 2005-43 du 20 janvier 2005 relative à la chambre de l'agriculture, de la pêche et de l'aquaculture, à la chambre de commerce et d'industrie et à la chambre de métiers et de l'artisanat de MayotteVigueur"
Ordonnance n° 2005-432 du 6 mai 2005 relative au régime communal et au statut des élus de certaines collectivités d'outre-mer et de Nouvelle-Calédonie.Vigueur,Ordonnance n° 2005-432 du 6 mai 2005 relative au régime communal et au statut des élus de certaines collectivités d'outre-mer et de Nouvelle-Calédonie.Vigueur
"Ordonnance n° 2005-44 du 20 janvier 2005 relative au droit du travail, de l'emploi et de la formation professionnelle à MayotteVigueur","Ordonnance n° 2005-44 du 20 janvier 2005 relative au droit du travail, de l'emploi et de la formation professionnelle à MayotteVigueur"
Ordonnance n° 2005-459 du 13 mai 2005 rendant applicable dans les îles Wallis et Futuna la loi n° 91-650 du 9 juillet 1991 portant réforme des procédures civiles d'exécution.Vigueur,Ordonnance n° 2005-459 du 13 mai 2005 rendant applicable dans les îles Wallis et Futuna la loi n° 91-650 du 9 juillet 1991 portant réforme des procédures civiles d'exécution.Vigueur
Ordonnance n° 2005-461 du 13 mai 2005 relative aux Français établis hors de France.Vigueur,Ordonnance n° 2005-461 du 13 mai 2005 relative aux Français établis hors de France.Vigueur
"Ordonnance n° 2005-55 du 26 janvier 2005 relative aux actions interprofessionnelles dans le domaine de la canne à sucre en Guadeloupe, à la Martinique et à la RéunionVigueur","Ordonnance n° 2005-55 du 26 janvier 2005 relative aux actions interprofessionnelles dans le domaine de la canne à sucre en Guadeloupe, à la Martinique et à la RéunionVigueur"
Ordonnance n° 2005-554 du 26 mai 2005 relative à diverses mesures de simplification dans le domaine agricoleVigueur,Ordonnance n° 2005-554 du 26 mai 2005 relative à diverses mesures de simplification dans le domaine agricoleVigueur
"Ordonnance n° 2005-56 du 26 janvier 2005 relative à l'extension et à l'adaptation du droit de la santé et de la sécurité sociale dans les départements d'outre-mer, à Mayotte et à Wallis et FutunaVigueur","Ordonnance n° 2005-56 du 26 janvier 2005 relative à l'extension et à l'adaptation du droit de la santé et de la sécurité sociale dans les départements d'outre-mer, à Mayotte et à Wallis et FutunaVigueur"
"Ordonnance n° 2005-57 du 26 janvier 2005 portant actualisation et adaptation du droit du travail, de l'emploi et de la formation professionnelle outre-merVigueur","Ordonnance n° 2005-57 du 26 janvier 2005 portant actualisation et adaptation du droit du travail, de l'emploi et de la formation professionnelle outre-merVigueur"
Ordonnance n° 2005-645 du 6 juin 2005 relative aux procédures de passation des marchés publics des collectivités territorialesVigueur,Ordonnance n° 2005-645 du 6 juin 2005 relative aux procédures de passation des marchés publics des collectivités territorialesVigueur
Ordonnance n° 2005-647 du 6 juin 2005 modifiant le code des juridictions financièresVigueur,Ordonnance n° 2005-647 du 6 juin 2005 modifiant le code des juridictions financièresVigueur
Ordonnance n° 2005-648 du 6 juin 2005 relative à la commercialisation à distance de services financiers auprès des consommateurs.Vigueur,Ordonnance n° 2005-648 du 6 juin 2005 relative à la commercialisation à distance de services financiers auprès des consommateurs.Vigueur
Ordonnance n° 2005-649 du 6 juin 2005 relative aux marchés passés par certaines personnes publiques ou privées non soumises au code des marchés publics.Abrogé,Ordonnance n° 2005-649 du 6 juin 2005 relative aux marchés passés par certaines personnes publiques ou privées non soumises au code des marchés publics.Abrogé
Ordonnance n° 2005-650 du 6 juin 2005 relative à la liberté d'accès aux documents administratifs et à la réutilisation des informations publiques.Vigueur,Ordonnance n° 2005-650 du 6 juin 2005 relative à la liberté d'accès aux documents administratifs et à la réutilisation des informations publiques.Vigueur
Ordonnance n° 2005-651 du 6 juin 2005 relative à la garantie des droits des cotisants dans leurs relations avec les organismes de recouvrement des cotisations et contributions socialesVigueur,Ordonnance n° 2005-651 du 6 juin 2005 relative à la garantie des droits des cotisants dans leurs relations avec les organismes de recouvrement des cotisations et contributions socialesVigueur
Ordonnance n° 2005-652 du 6 juin 2005 relative au registre public de la cinématographie et de l'audiovisuel et créant un registre des options.Vigueur,Ordonnance n° 2005-652 du 6 juin 2005 relative au registre public de la cinématographie et de l'audiovisuel et créant un registre des options.Vigueur
Ordonnance n° 2005-654 du 8 juin 2005 portant allégement des procédures d'adoption et de révision des schémas de services collectifs et suppression des schémas multimodaux de services collectifs de transportVigueur,Ordonnance n° 2005-654 du 8 juin 2005 portant allégement des procédures d'adoption et de révision des schémas de services collectifs et suppression des schémas multimodaux de services collectifs de transportVigueur
Ordonnance n° 2005-655 du 8 juin 2005 relative au logement et à la construction.Vigueur,Ordonnance n° 2005-655 du 8 juin 2005 relative au logement et à la construction.Vigueur
Ordonnance n° 2005-656 du 8 juin 2005 relative aux règles de fonctionnement des juridictions de l'incapacitéVigueur,Ordonnance n° 2005-656 du 8 juin 2005 relative aux règles de fonctionnement des juridictions de l'incapacitéVigueur
Ordonnance n° 2005-657 du 8 juin 2005 relative à la tenue d'audiences à l'aide d'un moyen de communication audiovisuelle et modifiant le code de justice administrative (partie législative).Vigueur,Ordonnance n° 2005-657 du 8 juin 2005 relative à la tenue d'audiences à l'aide d'un moyen de communication audiovisuelle et modifiant le code de justice administrative (partie législative).Vigueur
Ordonnance n° 2005-658 du 8 juin 2005 portant modification de diverses dispositions relatives à l'obligation d'assurance dans le domaine de la construction et aux géomètres experts.Vigueur,Ordonnance n° 2005-658 du 8 juin 2005 portant modification de diverses dispositions relatives à l'obligation d'assurance dans le domaine de la construction et aux géomètres experts.Vigueur
Ordonnance n° 2005-659 du 8 juin 2005 simplifiant la procédure de déclassement de biens du réseau ferré national.Vigueur,Ordonnance n° 2005-659 du 8 juin 2005 simplifiant la procédure de déclassement de biens du réseau ferré national.Vigueur
Ordonnance n° 2005-674 du 16 juin 2005 relative à l'accomplissement de certaines formalités contractuelles par voie électronique.Vigueur,Ordonnance n° 2005-674 du 16 juin 2005 relative à l'accomplissement de certaines formalités contractuelles par voie électronique.Vigueur
"Ordonnance n° 2005-704 du 24 juin 2005 portant adaptation des règles relatives aux conditions d'entrée et de séjour des étrangers à Mayotte, dans les îles Wallis et Futuna, en Polynésie française et en Nouvelle-Calédonie.Vigueur","Ordonnance n° 2005-704 du 24 juin 2005 portant adaptation des règles relatives aux conditions d'entrée et de séjour des étrangers à Mayotte, dans les îles Wallis et Futuna, en Polynésie française et en Nouvelle-Calédonie.Vigueur"
Ordonnance n° 2005-722 du 29 juin 2005 relative à la Banque publique d'investissementVigueur,Ordonnance n° 2005-722 du 29 juin 2005 relative à la Banque publique d'investissementVigueur
Ordonnance n° 2005-727 du 30 juin 2005 portant diverses dispositions relatives à la simplification des commissions administratives.Vigueur,Ordonnance n° 2005-727 du 30 juin 2005 portant diverses dispositions relatives à la simplification des commissions administratives.Vigueur
Ordonnance n° 2005-731 du 30 juin 2005 relative à la simplification et à l'adaptation du droit dans les domaines de la formation professionnelle et de l'emploi.Vigueur,Ordonnance n° 2005-731 du 30 juin 2005 relative à la simplification et à l'adaptation du droit dans les domaines de la formation professionnelle et de l'emploi.Vigueur
Ordonnance n° 2005-759 du 4 juillet 2005 portant réforme de la filiation.Vigueur,Ordonnance n° 2005-759 du 4 juillet 2005 portant réforme de la filiation.Vigueur
Ordonnance n° 2005-804 du 18 juillet 2005 relative à diverses mesures de simplification en matière de sécurité socialeVigueur,Ordonnance n° 2005-804 du 18 juillet 2005 relative à diverses mesures de simplification en matière de sécurité socialeVigueur
"Ordonnance n° 2005-805 du 18 juillet 2005 portant simplification, harmonisation et adaptation des polices de l'eau et des milieux aquatiques, de la pêche et de l'immersion des déchets.Vigueur","Ordonnance n° 2005-805 du 18 juillet 2005 portant simplification, harmonisation et adaptation des polices de l'eau et des milieux aquatiques, de la pêche et de l'immersion des déchets.Vigueur"
Ordonnance n° 2005-855 du 28 juillet 2005 relative aux opérations funéraires.Vigueur,Ordonnance n° 2005-855 du 28 juillet 2005 relative aux opérations funéraires.Vigueur
"Ordonnance n° 2005-856 du 28 juillet 2005 portant simplification du régime des libéralités consenties aux associations, fondations et congrégations, de certaines déclarations administratives incombant aux associations, et modification des obligations des associations et fondations relatives à leurs comptes annuels.Vigueur","Ordonnance n° 2005-856 du 28 juillet 2005 portant simplification du régime des libéralités consenties aux associations, fondations et congrégations, de certaines déclarations administratives incombant aux associations, et modification des obligations des associations et fondations relatives à leurs comptes annuels.Vigueur"
Ordonnance n° 2005-861 du 28 juillet 2005 relative à l'établissement des comptes consolidés des entreprises d'assurance et des établissements de crédit.Vigueur,Ordonnance n° 2005-861 du 28 juillet 2005 relative à l'établissement des comptes consolidés des entreprises d'assurance et des établissements de crédit.Vigueur
Ordonnance n° 2005-863 du 28 juillet 2005 relative à la sûreté des vols et à la sécurité de l'exploitation des aérodromes.Vigueur,Ordonnance n° 2005-863 du 28 juillet 2005 relative à la sûreté des vols et à la sécurité de l'exploitation des aérodromes.Vigueur
Ordonnance n° 2005-864 du 28 juillet 2005 relative aux secteurs sauvegardés.Vigueur,Ordonnance n° 2005-864 du 28 juillet 2005 relative aux secteurs sauvegardés.Vigueur
"Ordonnance n° 2005-866 du 28 juillet 2005 transformant le groupement d'intérêt public dénommé "" Laboratoire français du fractionnement et des biotechnologies "" en société anonymeVigueur","Ordonnance n° 2005-866 du 28 juillet 2005 transformant le groupement d'intérêt public dénommé "" Laboratoire français du fractionnement et des biotechnologies "" en société anonymeVigueur"
"Ordonnance n° 2005-867 du 28 juillet 2005 portant actualisation et adaptation du droit domanial, du droit foncier et du droit forestier applicables en GuyaneVigueur","Ordonnance n° 2005-867 du 28 juillet 2005 portant actualisation et adaptation du droit domanial, du droit foncier et du droit forestier applicables en GuyaneVigueur"
Ordonnance n° 2005-868 du 28 juillet 2005 relative à l'actualisation et à l'adaptation du droit de l'urbanisme à Mayotte.Vigueur,Ordonnance n° 2005-868 du 28 juillet 2005 relative à l'actualisation et à l'adaptation du droit de l'urbanisme à Mayotte.Vigueur
Ordonnance n° 2005-869 du 28 juillet 2005 relative à l'adaptation du droit de l'environnement à Mayotte.Vigueur,Ordonnance n° 2005-869 du 28 juillet 2005 relative à l'adaptation du droit de l'environnement à Mayotte.Vigueur
Ordonnance n° 2005-870 du 28 juillet 2005 portant adaptation de diverses dispositions relatives à la propriété immobilière à Mayotte et modifiant le livre IV du code civil.Vigueur,Ordonnance n° 2005-870 du 28 juillet 2005 portant adaptation de diverses dispositions relatives à la propriété immobilière à Mayotte et modifiant le livre IV du code civil.Vigueur
Ordonnance n° 2005-871 du 28 juillet 2005 relative au droit de l'action sociale à MayotteVigueur,Ordonnance n° 2005-871 du 28 juillet 2005 relative au droit de l'action sociale à MayotteVigueur
Ordonnance n° 2005-883 du 2 août 2005 relative à la mise en place au sein des institutions de la défense d'un dispositif d'accompagnement à l'insertion sociale et professionnelle des jeunes en difficulté.Vigueur,Ordonnance n° 2005-883 du 2 août 2005 relative à la mise en place au sein des institutions de la défense d'un dispositif d'accompagnement à l'insertion sociale et professionnelle des jeunes en difficulté.Vigueur
"Ordonnance n° 2005-893 du 2 août 2005 relative au contrat de travail "" nouvelles embauches ""Vigueur","Ordonnance n° 2005-893 du 2 août 2005 relative au contrat de travail "" nouvelles embauches ""Vigueur"
Ordonnance n° 2005-895 du 2 août 2005 relevant certains seuils de prélèvements obligatoires et tendant à favoriser l'exercice d'une activité salariée dans des secteurs professionnels connaissant des difficultés de recrutementVigueur,Ordonnance n° 2005-895 du 2 août 2005 relevant certains seuils de prélèvements obligatoires et tendant à favoriser l'exercice d'une activité salariée dans des secteurs professionnels connaissant des difficultés de recrutementVigueur
Ordonnance n° 2005-898 du 2 août 2005 portant actualisation et adaptation des livres III et IV du code des ports maritimes (partie législative).Vigueur,Ordonnance n° 2005-898 du 2 août 2005 portant actualisation et adaptation des livres III et IV du code des ports maritimes (partie législative).Vigueur
"Ordonnance n° 2005-901 du 2 août 2005 relative aux conditions d'âge dans la fonction publique et instituant un nouveau parcours d'accès aux carrières de la fonction publique territoriale, de la fonction publique hospitalière et de la fonction publique de l'Etat.Vigueur","Ordonnance n° 2005-901 du 2 août 2005 relative aux conditions d'âge dans la fonction publique et instituant un nouveau parcours d'accès aux carrières de la fonction publique territoriale, de la fonction publique hospitalière et de la fonction publique de l'Etat.Vigueur"
Ordonnance n° 2005-903 du 2 août 2005 créant un chèque-emploi pour les très petites entreprises.Vigueur,Ordonnance n° 2005-903 du 2 août 2005 créant un chèque-emploi pour les très petites entreprises.Vigueur
Ordonnance n° 2006-1048 du 25 août 2006 relative aux sociétés anonymes coopératives d'intérêt collectif pour l'accession à la propriété.Vigueur,Ordonnance n° 2006-1048 du 25 août 2006 relative aux sociétés anonymes coopératives d'intérêt collectif pour l'accession à la propriété.Vigueur
Ordonnance n° 2006-1068 du 25 août 2006 rendant applicables à Mayotte certaines dispositions relatives au droit du travail de la loi n° 2005-882 du 2 août 2005 en faveur des petites et moyennes entreprisesVigueur,Ordonnance n° 2006-1068 du 25 août 2006 rendant applicables à Mayotte certaines dispositions relatives au droit du travail de la loi n° 2005-882 du 2 août 2005 en faveur des petites et moyennes entreprisesVigueur
Ordonnance n° 2006-1207 du 2 octobre 2006 relative aux chambres d'agriculture.Vigueur,Ordonnance n° 2006-1207 du 2 octobre 2006 relative aux chambres d'agriculture.Vigueur
Ordonnance n° 2006-1224 du 5 octobre 2006 prise pour l'application du II de l'article 71 de la loi n° 2006-11 du 5 janvier 2006 d'orientation agricole.Vigueur,Ordonnance n° 2006-1224 du 5 octobre 2006 prise pour l'application du II de l'article 71 de la loi n° 2006-11 du 5 janvier 2006 d'orientation agricole.Vigueur
Ordonnance n° 2006-1225 du 5 octobre 2006 relative aux coopératives agricoles.Vigueur,Ordonnance n° 2006-1225 du 5 octobre 2006 relative aux coopératives agricoles.Vigueur
"Ordonnance n° 2006-1547 du 7 décembre 2006 relative à la valorisation des produits agricoles, forestiers ou alimentaires et des produits de la mer.Vigueur","Ordonnance n° 2006-1547 du 7 décembre 2006 relative à la valorisation des produits agricoles, forestiers ou alimentaires et des produits de la mer.Vigueur"
"Ordonnance n° 2006-1548 du 7 décembre 2006 relative à l'identification, au contrôle sanitaire des activités de reproduction, ainsi qu'à l'amélioration génétique des animaux d'élevageVigueur","Ordonnance n° 2006-1548 du 7 décembre 2006 relative à l'identification, au contrôle sanitaire des activités de reproduction, ainsi qu'à l'amélioration génétique des animaux d'élevageVigueur"
"Ordonnance n° 2006-1588 du 13 décembre 2006 relative au régime de prévention, de réparation et de tarification des accidents du travail et des maladies professionnelles à MayotteVigueur","Ordonnance n° 2006-1588 du 13 décembre 2006 relative au régime de prévention, de réparation et de tarification des accidents du travail et des maladies professionnelles à MayotteVigueur"
Ordonnance n° 2006-1647 du 21 décembre 2006 relative à l'amélioration de la protection sociale des personnes exploitant des terres d'une superficie inférieure à la moitié de la surface minimum d'installation.Vigueur,Ordonnance n° 2006-1647 du 21 décembre 2006 relative à l'amélioration de la protection sociale des personnes exploitant des terres d'une superficie inférieure à la moitié de la surface minimum d'installation.Vigueur
Ordonnance n° 2006-168 du 15 février 2006 portant extension et adaptation de la loi n° 2005-5 du 5 janvier 2005 relative à la situation des maîtres des établissements d'enseignement privés sous contrat en Nouvelle-Calédonie et en Polynésie française.Vigueur,Ordonnance n° 2006-168 du 15 février 2006 portant extension et adaptation de la loi n° 2005-5 du 5 janvier 2005 relative à la situation des maîtres des établissements d'enseignement privés sous contrat en Nouvelle-Calédonie et en Polynésie française.Vigueur
Ordonnance n° 2006-172 du 15 février 2006 portant actualisation et adaptation du droit applicable en matière de sécurité civile en Nouvelle-Calédonie.Vigueur,Ordonnance n° 2006-172 du 15 février 2006 portant actualisation et adaptation du droit applicable en matière de sécurité civile en Nouvelle-Calédonie.Vigueur
Ordonnance n° 2006-173 du 15 février 2006 portant actualisation et adaptation du droit applicable en matière de sécurité civile en Polynésie française.Vigueur,Ordonnance n° 2006-173 du 15 février 2006 portant actualisation et adaptation du droit applicable en matière de sécurité civile en Polynésie française.Vigueur
Ordonnance n° 2006-344 du 23 mars 2006 relative aux retraites professionnelles supplémentaires.Vigueur,Ordonnance n° 2006-344 du 23 mars 2006 relative aux retraites professionnelles supplémentaires.Vigueur
Ordonnance n° 2006-346 du 23 mars 2006 relative aux sûretés.Vigueur,Ordonnance n° 2006-346 du 23 mars 2006 relative aux sûretés.Vigueur
Ordonnance n° 2006-407 du 6 avril 2006 modifiant le code minier.Vigueur,Ordonnance n° 2006-407 du 6 avril 2006 modifiant le code minier.Vigueur
Ordonnance n° 2006-433 du 13 avril 2006 relative à l'expérimentation du contrat de transition professionnelle.Abrogé,Ordonnance n° 2006-433 du 13 avril 2006 relative à l'expérimentation du contrat de transition professionnelle.Abrogé
Ordonnance n° 2006-460 du 21 avril 2006 relative à la partie législative du code général de la propriété des personnes publiques.Vigueur,Ordonnance n° 2006-460 du 21 avril 2006 relative à la partie législative du code général de la propriété des personnes publiques.Vigueur
Ordonnance n° 2006-461 du 21 avril 2006 réformant la saisie immobilière.Abrogé,Ordonnance n° 2006-461 du 21 avril 2006 réformant la saisie immobilière.Abrogé
Ordonnance n° 2006-482 du 26 avril 2006 portant adaptation en Polynésie française et en Nouvelle-Calédonie de l'article 1609 quatervicies du code général des impôts.Vigueur,Ordonnance n° 2006-482 du 26 avril 2006 portant adaptation en Polynésie française et en Nouvelle-Calédonie de l'article 1609 quatervicies du code général des impôts.Vigueur
Ordonnance n° 2006-594 du 23 mai 2006 portant adaptation de la législation relative aux céréales et modifiant le livre VI du code rural.Vigueur,Ordonnance n° 2006-594 du 23 mai 2006 portant adaptation de la législation relative aux céréales et modifiant le livre VI du code rural.Vigueur
Ordonnance n° 2006-596 du 23 mai 2006 relative à la partie législative du code du sport.Vigueur,Ordonnance n° 2006-596 du 23 mai 2006 relative à la partie législative du code du sport.Vigueur
"Ordonnance n° 2006-60 du 19 janvier 2006 portant actualisation et adaptation du droit économique et financier applicable à Mayotte, en Nouvelle-Calédonie, en Polynésie française et dans les îles Wallis et Futuna.Vigueur","Ordonnance n° 2006-60 du 19 janvier 2006 portant actualisation et adaptation du droit économique et financier applicable à Mayotte, en Nouvelle-Calédonie, en Polynésie française et dans les îles Wallis et Futuna.Vigueur"
Ordonnance n° 2006-637 du 1 juin 2006 portant refonte du code de justice militaire (partie législative).Vigueur,Ordonnance n° 2006-637 du 1 juin 2006 portant refonte du code de justice militaire (partie législative).Vigueur
"Ordonnance n° 2006-639 du 1 juin 2006 portant extension et adaptation outre-mer de dispositions réformant le statut des avocats, des notaires, des experts judiciaires, des conseils en propriété industrielle et des administrateurs judiciaires.Vigueur","Ordonnance n° 2006-639 du 1 juin 2006 portant extension et adaptation outre-mer de dispositions réformant le statut des avocats, des notaires, des experts judiciaires, des conseils en propriété industrielle et des administrateurs judiciaires.Vigueur"
"Ordonnance n° 2006-673 du 8 juin 2006 portant refonte du code de l'organisation judiciaire et modifiant le code de commerce, le code rural et le code de procédure pénale (partie Législative).Vigueur","Ordonnance n° 2006-673 du 8 juin 2006 portant refonte du code de l'organisation judiciaire et modifiant le code de commerce, le code rural et le code de procédure pénale (partie Législative).Vigueur"
Ordonnance n° 2006-870 du 13 juillet 2006 relative au statut du fermage et modifiant le code rural.Vigueur,Ordonnance n° 2006-870 du 13 juillet 2006 relative au statut du fermage et modifiant le code rural.Vigueur
Ordonnance n° 2006-905 du 20 juillet 2006 relative à diverses mesures d'amélioration des régimes d'assurances contre les accidents du travail et les maladies professionnelles des salariés et des non-salariés agricoles.Vigueur,Ordonnance n° 2006-905 du 20 juillet 2006 relative à diverses mesures d'amélioration des régimes d'assurances contre les accidents du travail et les maladies professionnelles des salariés et des non-salariés agricoles.Vigueur
"Ordonnance n° 2006-931 du 28 juillet 2006 portant actualisation et adaptation du droit économique et financier applicable à Mayotte, en Nouvelle-Calédonie, en Polynésie française et dans les îles Wallis et Futuna.Vigueur","Ordonnance n° 2006-931 du 28 juillet 2006 portant actualisation et adaptation du droit économique et financier applicable à Mayotte, en Nouvelle-Calédonie, en Polynésie française et dans les îles Wallis et Futuna.Vigueur"
Ordonnance n° 2007-1134 du 25 juillet 2007 portant extension et adaptation à la Nouvelle-Calédonie de diverses dispositions relatives aux communes et aux sociétés d'économie mixte locales.Vigueur,Ordonnance n° 2007-1134 du 25 juillet 2007 portant extension et adaptation à la Nouvelle-Calédonie de diverses dispositions relatives aux communes et aux sociétés d'économie mixte locales.Vigueur
Ordonnance n° 2007-137 du 1 février 2007 relative aux offices publics de l'habitat.Vigueur,Ordonnance n° 2007-137 du 1 février 2007 relative aux offices publics de l'habitat.Vigueur
"Ordonnance n° 2007-1389 du 27 septembre 2007 relative aux contrôles, au constat des infractions et aux sanctions en matière de lutte contre le dopage et de protection de la santé des sportifs en Nouvelle-CalédonieVigueur","Ordonnance n° 2007-1389 du 27 septembre 2007 relative aux contrôles, au constat des infractions et aux sanctions en matière de lutte contre le dopage et de protection de la santé des sportifs en Nouvelle-CalédonieVigueur"
"Ordonnance n° 2007-1434 du 5 octobre 2007 portant extension des première, deuxième et cinquième parties du code général des collectivités territoriales aux communes de la Polynésie française, à leurs groupements et à leurs établissements publics.Vigueur","Ordonnance n° 2007-1434 du 5 octobre 2007 portant extension des première, deuxième et cinquième parties du code général des collectivités territoriales aux communes de la Polynésie française, à leurs groupements et à leurs établissements publics.Vigueur"
"Ordonnance n° 2007-1490 du 18 octobre 2007 relative aux marchés d'instruments financiers et portant actualisation et adaptation du droit économique et financier applicable à Mayotte, en Nouvelle-Calédonie, en Polynésie française et dans les îles Wallis et Futuna.Vigueur","Ordonnance n° 2007-1490 du 18 octobre 2007 relative aux marchés d'instruments financiers et portant actualisation et adaptation du droit économique et financier applicable à Mayotte, en Nouvelle-Calédonie, en Polynésie française et dans les îles Wallis et Futuna.Vigueur"
Ordonnance n° 2007-1801 du 21 décembre 2007 relative à l'adaptation à Mayotte de diverses dispositions législativesVigueur,Ordonnance n° 2007-1801 du 21 décembre 2007 relative à l'adaptation à Mayotte de diverses dispositions législativesVigueur
Ordonnance n° 2007-235 du 22 février 2007 étendant et adaptant à Saint-Pierre-et-Miquelon le régime des prestations familiales et le dispositif de retraite anticipée des assurés ayant commencé à travailler jeunes et ayant eu une longue carrière.Vigueur,Ordonnance n° 2007-235 du 22 février 2007 étendant et adaptant à Saint-Pierre-et-Miquelon le régime des prestations familiales et le dispositif de retraite anticipée des assurés ayant commencé à travailler jeunes et ayant eu une longue carrière.Vigueur
Ordonnance n° 2007-329 du 12 mars 2007 relative au code du travail (partie législative). La partie législative du code du travail (annexes I et II à la présente ordonnance) fait l'objet d'une publication spéciale annexée au Journal officiel de ce jour (voir à la fin du sommaire).Vigueur,Ordonnance n° 2007-329 du 12 mars 2007 relative au code du travail (partie législative). La partie législative du code du travail (annexes I et II à la présente ordonnance) fait l'objet d'une publication spéciale annexée au Journal officiel de ce jour (voir à la fin du sommaire).Vigueur
