law,frlaw_date
LOI no 2010-625 du 9 juin 2010 relative à la création des maisons d'assistants maternels et portant diverses dispositions relatives aux assistants maternels (1)Vigueur,LOI no 2010-625 du 9 juin 2010 relative à la création des maisons d'assistants maternels et portant diverses dispositions relatives aux assistants maternels (1)Vigueur
LOI no 2010-626 du 9 juin 2010 encadrant la profession d'agent sportif (1)Vigueur,LOI no 2010-626 du 9 juin 2010 encadrant la profession d'agent sportif (1)Vigueur
LOI no 2010-658 du 15 juin 2010 relative à l'entrepreneur individuel à responsabilité limitée (1)Vigueur,LOI no 2010-658 du 15 juin 2010 relative à l'entrepreneur individuel à responsabilité limitée (1)Vigueur
LOI no 2010-729 du 30 juin 2010 tendant à suspendre la commercialisation de tout conditionnement comportant du bisphénol A et destiné à recevoir des produits alimentairesVigueur,LOI no 2010-729 du 30 juin 2010 tendant à suspendre la commercialisation de tout conditionnement comportant du bisphénol A et destiné à recevoir des produits alimentairesVigueur
LOI no 2010-737 du 1er juillet 2010 portant réforme du crédit à la consommation (1)Vigueur,LOI no 2010-737 du 1er juillet 2010 portant réforme du crédit à la consommation (1)Vigueur
LOI no 2010-751 du 5 juillet 2010 relative à la rénovation du dialogue social et comportant diverses dispositions relatives à la fonction publique (1)Vigueur,LOI no 2010-751 du 5 juillet 2010 relative à la rénovation du dialogue social et comportant diverses dispositions relatives à la fonction publique (1)Vigueur
LOI no 2010-768 du 9 juillet 2010 visant à faciliter la saisie et la confiscation en matière pénale (1)Vigueur,LOI no 2010-768 du 9 juillet 2010 visant à faciliter la saisie et la confiscation en matière pénale (1)Vigueur
"LOI no 2010-769 du 9 juillet 2010 relative aux violences faites spécifiquement aux femmes, aux violences au sein des couples et aux incidences de ces dernières sur les enfants (1)Vigueur","LOI no 2010-769 du 9 juillet 2010 relative aux violences faites spécifiquement aux femmes, aux violences au sein des couples et aux incidences de ces dernières sur les enfants (1)Vigueur"
LOI no 2010-788 du 12 juillet 2010 portant engagement national pour l'environnement (1)Vigueur,LOI no 2010-788 du 12 juillet 2010 portant engagement national pour l'environnement (1)Vigueur
LOI no 2010-819 du 20 juillet 2010 tendant à l'élimination des armes à sous-munitions (1)Vigueur,LOI no 2010-819 du 20 juillet 2010 tendant à l'élimination des armes à sous-munitions (1)Vigueur
LOI no 2010-832 du 22 juillet 2010 de règlement des comptes et rapport de gestion pour l'année 2009 (1)Vigueur,LOI no 2010-832 du 22 juillet 2010 de règlement des comptes et rapport de gestion pour l'année 2009 (1)Vigueur
LOI no 2010-838 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution (1)Vigueur,LOI no 2010-838 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution (1)Vigueur
"LOI no 2010-853 du 23 juillet 2010 relative aux réseaux consulaires, au commerce, à l'artisanat et aux services (1)Vigueur","LOI no 2010-853 du 23 juillet 2010 relative aux réseaux consulaires, au commerce, à l'artisanat et aux services (1)Vigueur"
LOI no 2010-873 du 27 juillet 2010 relative à l'action extérieure de l'Etat (1)Vigueur,LOI no 2010-873 du 27 juillet 2010 relative à l'action extérieure de l'Etat (1)Vigueur
LOI no 2010-874 du 27 juillet 2010 de modernisation de l'agriculture et de la pêche (1)Vigueur,LOI no 2010-874 du 27 juillet 2010 de modernisation de l'agriculture et de la pêche (1)Vigueur
LOI no 2010-930 du 9 août 2010 portant adaptation du droit pénal à l'institution de la Cour pénale internationale (1)Vigueur,LOI no 2010-930 du 9 août 2010 portant adaptation du droit pénal à l'institution de la Cour pénale internationale (1)Vigueur
LOI no 2010-97 du 27 janvier 2010 relative aux délais de paiement des fournisseurs dans le secteur du livre (1)Vigueur,LOI no 2010-97 du 27 janvier 2010 relative aux délais de paiement des fournisseurs dans le secteur du livre (1)Vigueur
LOI no 2011-103 du 27 janvier 2011 relative à la représentation équilibrée des femmes et des hommes au sein des conseils d'administration et de surveillance et à l'égalité professionnelle (1)Vigueur,LOI no 2011-103 du 27 janvier 2011 relative à la représentation équilibrée des femmes et des hommes au sein des conseils d'administration et de surveillance et à l'égalité professionnelle (1)Vigueur
LOI no 2011-1117 du 19 septembre 2011 de finances rectificative pour 2011 (1)Vigueur,LOI no 2011-1117 du 19 septembre 2011 de finances rectificative pour 2011 (1)Vigueur
LOI no 2011-12 du 5 janvier 2011 portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne (1)Vigueur,LOI no 2011-12 du 5 janvier 2011 portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne (1)Vigueur
LOI no 2011-13 du 5 janvier 2011 relative à la lutte contre la piraterie et à l'exercice des pouvoirs de police de l'Etat en mer (1)Vigueur,LOI no 2011-13 du 5 janvier 2011 relative à la lutte contre la piraterie et à l'exercice des pouvoirs de police de l'Etat en mer (1)Vigueur
LOI no 2011-14 du 5 janvier 2011 relative à la reconversion des militaires (1)Vigueur,LOI no 2011-14 du 5 janvier 2011 relative à la reconversion des militaires (1)Vigueur
LOI no 2011-140 du 3 février 2011 tendant à renforcer les moyens du Parlement en matière de contrôle de l'action du Gouvernement et d'évaluation des politiques publiques (1)Vigueur,LOI no 2011-140 du 3 février 2011 tendant à renforcer les moyens du Parlement en matière de contrôle de l'action du Gouvernement et d'évaluation des politiques publiques (1)Vigueur
LOI no 2011-1416 du 2 novembre 2011 de finances rectificative pour 2011 (1)Vigueur,LOI no 2011-1416 du 2 novembre 2011 de finances rectificative pour 2011 (1)Vigueur
LOI no 2011-156 du 7 février 2011 relative à la solidarité dans les domaines de l'alimentation en eau et de l'assainissement (1)Vigueur,LOI no 2011-156 du 7 février 2011 relative à la solidarité dans les domaines de l'alimentation en eau et de l'assainissement (1)Vigueur
LOI no 2011-1749 du 5 décembre 2011 relative au plan d'aménagement et de développement durable de Corse (1)Vigueur,LOI no 2011-1749 du 5 décembre 2011 relative au plan d'aménagement et de développement durable de Corse (1)Vigueur
LOI no 2011-1843 du 8 décembre 2011 relative aux certificats d'obtention végétale (1)Vigueur,LOI no 2011-1843 du 8 décembre 2011 relative aux certificats d'obtention végétale (1)Vigueur
LOI no 2011-1862 du 13 décembre 2011 relative à la répartition des contentieux et à l'allègement de certaines procédures juridictionnelles (1)Vigueur,LOI no 2011-1862 du 13 décembre 2011 relative à la répartition des contentieux et à l'allègement de certaines procédures juridictionnelles (1)Vigueur
LOI no 2011-1898 du 20 décembre 2011 relative à la rémunération pour copie privée (1)Vigueur,LOI no 2011-1898 du 20 décembre 2011 relative à la rémunération pour copie privée (1)Vigueur
LOI no 2011-1906 du 21 décembre 2011 de financement de la sécurité sociale pour 2012 (1)Vigueur,LOI no 2011-1906 du 21 décembre 2011 de financement de la sécurité sociale pour 2012 (1)Vigueur
LOI no 2011-1940 du 26 décembre 2011 visant à instaurer un service citoyen pour les mineurs délinquants (1)Vigueur,LOI no 2011-1940 du 26 décembre 2011 visant à instaurer un service citoyen pour les mineurs délinquants (1)Vigueur
LOI no 2011-1977 du 28 décembre 2011 de finances pour 2012 (1)Vigueur,LOI no 2011-1977 du 28 décembre 2011 de finances pour 2012 (1)Vigueur
LOI no 2011-1978 du 28 décembre 2011 de finances rectificative pour 2011 (1)Vigueur,LOI no 2011-1978 du 28 décembre 2011 de finances rectificative pour 2011 (1)Vigueur
LOI no 2011-2012 du 29 décembre 2011 relative au renforcement de la sécurité sanitaire du médicament et des produits de santé (1)Vigueur,LOI no 2011-2012 du 29 décembre 2011 relative au renforcement de la sécurité sanitaire du médicament et des produits de santé (1)Vigueur
LOI no 2011-266 du 14 mars 2011 relative à la lutte contre la prolifération des armes de destruction massive et de leurs vecteurs (1)Vigueur,LOI no 2011-266 du 14 mars 2011 relative à la lutte contre la prolifération des armes de destruction massive et de leurs vecteurs (1)Vigueur
LOI no 2011-267 du 14 mars 2011 d'orientation et de programmation pour la performance de la sécurité intérieure (1)Vigueur,LOI no 2011-267 du 14 mars 2011 d'orientation et de programmation pour la performance de la sécurité intérieure (1)Vigueur
"LOI no 2011-302 du 22 mars 2011 portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne en matière de santé, de travail et de communications électroniques (1)Vigueur","LOI no 2011-302 du 22 mars 2011 portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne en matière de santé, de travail et de communications électroniques (1)Vigueur"
LOI no 2011-331 du 28 mars 2011 de modernisation des professions judiciaires ou juridiques et certaines professions réglementées (1)Vigueur,LOI no 2011-331 du 28 mars 2011 de modernisation des professions judiciaires ou juridiques et certaines professions réglementées (1)Vigueur
LOI no 2011-334 du 29 mars 2011 relative au Défenseur des droits (1)Vigueur,LOI no 2011-334 du 29 mars 2011 relative au Défenseur des droits (1)Vigueur
LOI no 2011-392 du 14 avril 2011 relative à la garde à vue (1)Vigueur,LOI no 2011-392 du 14 avril 2011 relative à la garde à vue (1)Vigueur
LOI no 2011-411 du 14 avril 2011 ratifiant l'ordonnance no 2009-936 du 29 juillet 2009 relative à l'élection de députés par les Français établis hors de France (1)Vigueur,LOI no 2011-411 du 14 avril 2011 ratifiant l'ordonnance no 2009-936 du 29 juillet 2009 relative à l'élection de députés par les Français établis hors de France (1)Vigueur
LOI no 2011-412 du 14 avril 2011 portant simplification de dispositions du code électoral et relative à la transparence financière de la vie politique (1)Vigueur,LOI no 2011-412 du 14 avril 2011 portant simplification de dispositions du code électoral et relative à la transparence financière de la vie politique (1)Vigueur
LOI no 2011-525 du 17 mai 2011 de simplification et d'amélioration de la qualité du droit (1)Vigueur,LOI no 2011-525 du 17 mai 2011 de simplification et d'amélioration de la qualité du droit (1)Vigueur
LOI no 2011-575 du 26 mai 2011 relative à l'élection des représentants au Parlement européen (1)Vigueur,LOI no 2011-575 du 26 mai 2011 relative à l'élection des représentants au Parlement européen (1)Vigueur
LOI no 2011-590 du 26 mai 2011 relative au prix du livre numérique (1)Vigueur,LOI no 2011-590 du 26 mai 2011 relative au prix du livre numérique (1)Vigueur
LOI no 2011-606 du 31 mai 2011 relative au maintien en fonctions au-delà de la limite d'âge de fonctionnaires nommés dans des emplois à la décision du Gouvernement (1)Vigueur,LOI no 2011-606 du 31 mai 2011 relative au maintien en fonctions au-delà de la limite d'âge de fonctionnaires nommés dans des emplois à la décision du Gouvernement (1)Vigueur
LOI no 2011-617 du 1er juin 2011 relative à l'organisation du championnat d'Europe de football de l'UEFA en 2016 (1)Vigueur,LOI no 2011-617 du 1er juin 2011 relative à l'organisation du championnat d'Europe de football de l'UEFA en 2016 (1)Vigueur
LOI no 2011-663 du 15 juin 2011 prorogeant le mandat des conseillers à l'Assemblée des Français de l'étranger (1)Vigueur,LOI no 2011-663 du 15 juin 2011 prorogeant le mandat des conseillers à l'Assemblée des Français de l'étranger (1)Vigueur
LOI no 2011-664 du 15 juin 2011 actualisant l'ordonnance no 2005-10 du 4 janvier 2005 portant statut général des fonctionnaires des communes et des groupements de communes de la Polynésie française ainsi que de leurs établissements publics administratifs (1)Vigueur,LOI no 2011-664 du 15 juin 2011 actualisant l'ordonnance no 2005-10 du 4 janvier 2005 portant statut général des fonctionnaires des communes et des groupements de communes de la Polynésie française ainsi que de leurs établissements publics administratifs (1)Vigueur
LOI no 2011-665 du 15 juin 2011 visant à faciliter la mise en chantier des projets des collectivités locales d'Ile-de-France (1)Vigueur,LOI no 2011-665 du 15 juin 2011 visant à faciliter la mise en chantier des projets des collectivités locales d'Ile-de-France (1)Vigueur
"LOI no 2011-672 du 16 juin 2011 relative à l'immigration, à l'intégration et à la nationalité (1)Vigueur","LOI no 2011-672 du 16 juin 2011 relative à l'immigration, à l'intégration et à la nationalité (1)Vigueur"
"LOI no 2011-702 du 22 juin 2011 relative au contrôle des importations et des exportations de matériels de guerre et de matériels assimilés, à la simplification des transferts des produits liés à la défense dans l'Union européenne et aux marchés de défense et de sécurité (1)Vigueur","LOI no 2011-702 du 22 juin 2011 relative au contrôle des importations et des exportations de matériels de guerre et de matériels assimilés, à la simplification des transferts des produits liés à la défense dans l'Union européenne et aux marchés de défense et de sécurité (1)Vigueur"
LOI no 2011-725 du 23 juin 2011 portant dispositions particulières relatives aux quartiers d'habitat informel et à la lutte contre l'habitat indigne dans les départements et régions d'outre-mer (1)Vigueur,LOI no 2011-725 du 23 juin 2011 portant dispositions particulières relatives aux quartiers d'habitat informel et à la lutte contre l'habitat indigne dans les départements et régions d'outre-mer (1)Vigueur
LOI no 2011-803 du 5 juillet 2011 relative aux droits et à la protection des personnes faisant l'objet de soins psychiatriques et aux modalités de leur prise en charge (1)Vigueur,LOI no 2011-803 du 5 juillet 2011 relative aux droits et à la protection des personnes faisant l'objet de soins psychiatriques et aux modalités de leur prise en charge (1)Vigueur
LOI no 2011-814 du 7 juillet 2011 relative à la bioéthique (1)Vigueur,LOI no 2011-814 du 7 juillet 2011 relative à la bioéthique (1)Vigueur
LOI no 2011-835 du 13 juillet 2011 visant à interdire l'exploration et l'exploitation des mines d'hydrocarbures liquides ou gazeux par fracturation hydraulique et à abroger les permis exclusifs de recherches comportant des projets ayant recours à cette technique (1)Vigueur,LOI no 2011-835 du 13 juillet 2011 visant à interdire l'exploration et l'exploitation des mines d'hydrocarbures liquides ou gazeux par fracturation hydraulique et à abroger les permis exclusifs de recherches comportant des projets ayant recours à cette technique (1)Vigueur
LOI no 2011-850 du 20 juillet 2011 de libéralisation des ventes volontaires de meubles aux enchères publiques (1)Vigueur,LOI no 2011-850 du 20 juillet 2011 de libéralisation des ventes volontaires de meubles aux enchères publiques (1)Vigueur
LOI no 2011-851 du 20 juillet 2011 relative à l'engagement des sapeurs-pompiers volontaires et à son cadre juridique (1)Vigueur,LOI no 2011-851 du 20 juillet 2011 relative à l'engagement des sapeurs-pompiers volontaires et à son cadre juridique (1)Vigueur
LOI no 2011-852 du 20 juillet 2011 relative à la régulation du système de distribution de la presse (1)Vigueur,LOI no 2011-852 du 20 juillet 2011 relative à la régulation du système de distribution de la presse (1)Vigueur
LOI no 2011-859 du 20 juillet 2011 de règlement des comptes et rapport de gestion pour l'année 2010 (1)Vigueur,LOI no 2011-859 du 20 juillet 2011 de règlement des comptes et rapport de gestion pour l'année 2010 (1)Vigueur
LOI no 2011-867 du 20 juillet 2011 relative à l'organisation de la médecine du travail (1)Vigueur,LOI no 2011-867 du 20 juillet 2011 relative à l'organisation de la médecine du travail (1)Vigueur
LOI no 2011-871 du 26 juillet 2011 fixant le nombre des conseillers territoriaux de chaque département et de chaque région (1)Vigueur,LOI no 2011-871 du 26 juillet 2011 fixant le nombre des conseillers territoriaux de chaque département et de chaque région (1)Vigueur
LOI no 2011-884 du 27 juillet 2011 relative aux collectivités territoriales de Guyane et de Martinique (1)Vigueur,LOI no 2011-884 du 27 juillet 2011 relative aux collectivités territoriales de Guyane et de Martinique (1)Vigueur
LOI no 2011-892 du 28 juillet 2011 tendant à faciliter l'utilisation des réserves militaires et civiles en cas de crise majeure (1)Vigueur,LOI no 2011-892 du 28 juillet 2011 tendant à faciliter l'utilisation des réserves militaires et civiles en cas de crise majeure (1)Vigueur
LOI no 2011-893 du 28 juillet 2011 pour le développement de l'alternance et la sécurisation des parcours professionnelsVigueur,LOI no 2011-893 du 28 juillet 2011 pour le développement de l'alternance et la sécurisation des parcours professionnelsVigueur
LOI no 2011-894 du 28 juillet 2011 de financement rectificative de la sécurité sociale pour 2011 (1)Vigueur,LOI no 2011-894 du 28 juillet 2011 de financement rectificative de la sécurité sociale pour 2011 (1)Vigueur
LOI no 2011-900 du 29 juillet 2011 de finances rectificative pour 2011 (1)Vigueur,LOI no 2011-900 du 29 juillet 2011 de finances rectificative pour 2011 (1)Vigueur
LOI no 2011-901 du 28 juillet 2011 tendant à améliorer le fonctionnement des maisons départementales des personnes handicapées et portant diverses dispositions relatives à la politique du handicap (1)Vigueur,LOI no 2011-901 du 28 juillet 2011 tendant à améliorer le fonctionnement des maisons départementales des personnes handicapées et portant diverses dispositions relatives à la politique du handicap (1)Vigueur
LOI no 2011-939 du 10 août 2011 sur la participation des citoyens au fonctionnement de la justice pénale et le jugement des mineurs (1)Vigueur,LOI no 2011-939 du 10 août 2011 sur la participation des citoyens au fonctionnement de la justice pénale et le jugement des mineurs (1)Vigueur
LOI no 2011-94 du 25 janvier 2011 portant réforme de la représentation devant les cours d'appel (1)Vigueur,LOI no 2011-94 du 25 janvier 2011 portant réforme de la représentation devant les cours d'appel (1)Vigueur
"LOI no 2011-940 du 10 août 2011 modifiant certaines dispositions de la loi no 2009-879 du 21 juillet 2009 portant réforme de l'hôpital et relative aux patients, à la santé et aux territoires (1)Vigueur","LOI no 2011-940 du 10 août 2011 modifiant certaines dispositions de la loi no 2009-879 du 21 juillet 2009 portant réforme de l'hôpital et relative aux patients, à la santé et aux territoires (1)Vigueur"
LOI no 2012-1189 du 26 octobre 2012 portant création des emplois d'avenir (1)Vigueur,LOI no 2012-1189 du 26 octobre 2012 portant création des emplois d'avenir (1)Vigueur
LOI no 2012-1270 du 20 novembre 2012 relative à la régulation économique outre-mer et portant diverses dispositions relatives aux outre-mer (1)Vigueur,LOI no 2012-1270 du 20 novembre 2012 relative à la régulation économique outre-mer et portant diverses dispositions relatives aux outre-mer (1)Vigueur
LOI no 2012-1361 du 6 décembre 2012 relative à la reconnaissance du 19 mars comme journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats en Tunisie et au Maroc (1)Vigueur,LOI no 2012-1361 du 6 décembre 2012 relative à la reconnaissance du 19 mars comme journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats en Tunisie et au Maroc (1)Vigueur
LOI no 2012-1404 du 17 décembre 2012 de financement de la sécurité sociale pour 2013 (1)Vigueur,LOI no 2012-1404 du 17 décembre 2012 de financement de la sécurité sociale pour 2013 (1)Vigueur
LOI no 2012-1432 du 21 décembre 2012 relative à la sécurité et à la lutte contre le terrorisme (1)Vigueur,LOI no 2012-1432 du 21 décembre 2012 relative à la sécurité et à la lutte contre le terrorisme (1)Vigueur
LOI no 2012-1441 du 24 décembre 2012 relative aux juridictions de proximité (1)Vigueur,LOI no 2012-1441 du 24 décembre 2012 relative aux juridictions de proximité (1)Vigueur
"LOI no 2012-1442 du 24 décembre 2012 visant à la suspension de la fabrication, de l'importation, de l'exportation et de la mise sur le marché de tout conditionnement à vocation alimentaire contenant du bisphénol A (1)Vigueur","LOI no 2012-1442 du 24 décembre 2012 visant à la suspension de la fabrication, de l'importation, de l'exportation et de la mise sur le marché de tout conditionnement à vocation alimentaire contenant du bisphénol A (1)Vigueur"
LOI no 2012-1460 du 27 décembre 2012 relative à la mise en œuvre du principe de participation du public défini à l'article 7 de la Charte de l'environnement (1)Vigueur,LOI no 2012-1460 du 27 décembre 2012 relative à la mise en œuvre du principe de participation du public défini à l'article 7 de la Charte de l'environnement (1)Vigueur
LOI no 2012-1509 du 29 décembre 2012 de finances pour 2013 (1)Vigueur,LOI no 2012-1509 du 29 décembre 2012 de finances pour 2013 (1)Vigueur
LOI no 2012-1510 du 29 décembre 2012 de finances rectificative pour 2012 (1)Vigueur,LOI no 2012-1510 du 29 décembre 2012 de finances rectificative pour 2012 (1)Vigueur
LOI no 2012-1558 du 31 décembre 2012 de programmation des finances publiques pour les années 2012 à 2017 Vigueur,LOI no 2012-1558 du 31 décembre 2012 de programmation des finances publiques pour les années 2012 à 2017 Vigueur
LOI no 2012-1559 du 31 décembre 2012 relative à la création de la Banque publique d'investissement (1)Vigueur,LOI no 2012-1559 du 31 décembre 2012 relative à la création de la Banque publique d'investissement (1)Vigueur
LOI no 2012-1560 du 31 décembre 2012 relative à la retenue pour vérification du droit au séjour et modifiant le délit d'aide au séjour irrégulier pour en exclure les actions humanitaires et désintéressées (1)Vigueur,LOI no 2012-1560 du 31 décembre 2012 relative à la retenue pour vérification du droit au séjour et modifiant le délit d'aide au séjour irrégulier pour en exclure les actions humanitaires et désintéressées (1)Vigueur
LOI no 2012-1561 du 31 décembre 2012 relative à la représentation communale dans les communautés de communes et d'agglomération (1)Vigueur,LOI no 2012-1561 du 31 décembre 2012 relative à la représentation communale dans les communautés de communes et d'agglomération (1)Vigueur
"LOI no 2012-157 du 1er février 2012 relative à l'exercice des professions de médecin, chirurgien-dentiste, pharmacien et sage-femme pour les professionnels titulaires d'un diplôme obtenu dans un Etat non membre de l'Union européenne (1)Vigueur","LOI no 2012-157 du 1er février 2012 relative à l'exercice des professions de médecin, chirurgien-dentiste, pharmacien et sage-femme pour les professionnels titulaires d'un diplôme obtenu dans un Etat non membre de l'Union européenne (1)Vigueur"
LOI no 2012-158 du 1er février 2012 visant à renforcer l'éthique du sport et les droits des sportifs (1)Vigueur,LOI no 2012-158 du 1er février 2012 visant à renforcer l'éthique du sport et les droits des sportifs (1)Vigueur
LOI no 2012-260 du 22 février 2012 portant réforme des ports d'outre-mer relevant de l'Etat et diverses dispositions d'adaptation de la législation au droit de l'Union européenne dans le domaine des transports (1)Vigueur,LOI no 2012-260 du 22 février 2012 portant réforme des ports d'outre-mer relevant de l'Etat et diverses dispositions d'adaptation de la législation au droit de l'Union européenne dans le domaine des transports (1)Vigueur
LOI no 2012-273 du 28 février 2012 fixant au 11 novembre la commémoration de tous les morts pour la France (1)Vigueur,LOI no 2012-273 du 28 février 2012 fixant au 11 novembre la commémoration de tous les morts pour la France (1)Vigueur
LOI no 2012-281 du 29 février 2012 visant à assouplir les règles relatives à la refonte de la carte intercommunale (1)Vigueur,LOI no 2012-281 du 29 février 2012 visant à assouplir les règles relatives à la refonte de la carte intercommunale (1)Vigueur
LOI no 2012-287 du 1er mars 2012 relative à l'exploitation numérique des livres indisponibles du xxe siècle (1)Vigueur,LOI no 2012-287 du 1er mars 2012 relative à l'exploitation numérique des livres indisponibles du xxe siècle (1)Vigueur
LOI no 2012-300 du 5 mars 2012 relative aux recherches impliquant la personne humaine (1)Vigueur,LOI no 2012-300 du 5 mars 2012 relative aux recherches impliquant la personne humaine (1)Vigueur
LOI no 2012-301 du 5 mars 2012 relative au suivi des enfants en danger par la transmission des informations (1)Vigueur,LOI no 2012-301 du 5 mars 2012 relative au suivi des enfants en danger par la transmission des informations (1)Vigueur
"LOI no 2012-304 du 6 mars 2012 relative à l'établissement d'un contrôle des armes moderne, simplifié et préventif (1)Vigueur","LOI no 2012-304 du 6 mars 2012 relative à l'établissement d'un contrôle des armes moderne, simplifié et préventif (1)Vigueur"
LOI no 2012-325 du 7 mars 2012 portant diverses dispositions d'ordre cynégétique (1)Vigueur,LOI no 2012-325 du 7 mars 2012 portant diverses dispositions d'ordre cynégétique (1)Vigueur
LOI no 2012-326 du 7 mars 2012 relative aux formations supplétives des forces armées (1)Vigueur,LOI no 2012-326 du 7 mars 2012 relative aux formations supplétives des forces armées (1)Vigueur
LOI no 2012-339 du 9 mars 2012 modifiant la loi no 99-418 du 26 mai 1999 créant le Conseil national des communes « Compagnon de la Libération » (1)Vigueur,LOI no 2012-339 du 9 mars 2012 modifiant la loi no 99-418 du 26 mai 1999 créant le Conseil national des communes « Compagnon de la Libération » (1)Vigueur
"LOI no 2012-346 du 12 mars 2012 relative aux mesures conservatoires en matière de procédures de sauvegarde, de redressement judiciaire ou de liquidation judiciaire et aux biens qui en font l'objet (1)Vigueur","LOI no 2012-346 du 12 mars 2012 relative aux mesures conservatoires en matière de procédures de sauvegarde, de redressement judiciaire ou de liquidation judiciaire et aux biens qui en font l'objet (1)Vigueur"
"LOI no 2012-347 du 12 mars 2012 relative à l'accès à l'emploi titulaire et à l'amélioration des conditions d'emploi des agents contractuels dans la fonction publique, à la lutte contre les discriminations et portant diverses dispositions relatives à la fonction publique (1)Vigueur","LOI no 2012-347 du 12 mars 2012 relative à l'accès à l'emploi titulaire et à l'amélioration des conditions d'emploi des agents contractuels dans la fonction publique, à la lutte contre les discriminations et portant diverses dispositions relatives à la fonction publique (1)Vigueur"
LOI no 2012-348 du 12 mars 2012 tendant à faciliter l'organisation des manifestations sportives et culturelles (1)Vigueur,LOI no 2012-348 du 12 mars 2012 tendant à faciliter l'organisation des manifestations sportives et culturelles (1)Vigueur
LOI no 2012-354 du 14 mars 2012 de finances rectificative pour 2012 (1)Vigueur,LOI no 2012-354 du 14 mars 2012 de finances rectificative pour 2012 (1)Vigueur
LOI no 2012-355 du 14 mars 2012 relative à la gouvernance de la sécurité sociale et à la mutualité (1)Vigueur,LOI no 2012-355 du 14 mars 2012 relative à la gouvernance de la sécurité sociale et à la mutualité (1)Vigueur
LOI no 2012-375 du 19 mars 2012 relative à l'organisation du service et à l'information des passagers dans les entreprises de transport aérien de passagers et à diverses dispositions dans le domaine des transports (1)Vigueur,LOI no 2012-375 du 19 mars 2012 relative à l'organisation du service et à l'information des passagers dans les entreprises de transport aérien de passagers et à diverses dispositions dans le domaine des transports (1)Vigueur
LOI no 2012-376 du 20 mars 2012 relative à la majoration des droits à construire (1)Vigueur,LOI no 2012-376 du 20 mars 2012 relative à la majoration des droits à construire (1)Vigueur
LOI no 2012-387 du 22 mars 2012 relative à la simplification du droit et à l'allégement des démarches administratives (1)Vigueur,LOI no 2012-387 du 22 mars 2012 relative à la simplification du droit et à l'allégement des démarches administratives (1)Vigueur
LOI no 2012-409 du 27 mars 2012 de programmation relative à l'exécution des peines (1)Vigueur,LOI no 2012-409 du 27 mars 2012 de programmation relative à l'exécution des peines (1)Vigueur
LOI no 2012-410 du 27 mars 2012 relative à la protection de l'identitéVigueur,LOI no 2012-410 du 27 mars 2012 relative à la protection de l'identitéVigueur
LOI no 2012-77 du 24 janvier 2012 relative à Voies navigables de France (1)Vigueur,LOI no 2012-77 du 24 janvier 2012 relative à Voies navigables de France (1)Vigueur
LOI no 2012-926 du 31 juillet 2012 de règlement des comptes et rapport de gestion pour l'année 2011 (1)Vigueur,LOI no 2012-926 du 31 juillet 2012 de règlement des comptes et rapport de gestion pour l'année 2011 (1)Vigueur
LOI no 2012-954 du 6 août 2012 relative au harcèlement sexuel (1)Vigueur,LOI no 2012-954 du 6 août 2012 relative au harcèlement sexuel (1)Vigueur
LOI no 2012-955 du 6 août 2012 visant à abroger la loi no 2012-376 du 20 mars 2012 relative à la majoration des droits à construire (1)Vigueur,LOI no 2012-955 du 6 août 2012 visant à abroger la loi no 2012-376 du 20 mars 2012 relative à la majoration des droits à construire (1)Vigueur
LOI no 2012-958 du 16 août 2012 de finances rectificative pour 2012 (1)Vigueur,LOI no 2012-958 du 16 août 2012 de finances rectificative pour 2012 (1)Vigueur
LOI no 2013-100 du 28 janvier 2013 portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne en matière économique et financière (1)Vigueur,LOI no 2013-100 du 28 janvier 2013 portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne en matière économique et financière (1)Vigueur
LOI no 2013-1005 du 12 novembre 2013 habilitant le Gouvernement à simplifier les relations entre l'administration et les citoyens (1)Vigueur,LOI no 2013-1005 du 12 novembre 2013 habilitant le Gouvernement à simplifier les relations entre l'administration et les citoyens (1)Vigueur
LOI no 2013-1028 du 15 novembre 2013 relative à l'indépendance de l'audiovisuel public (1)Vigueur,LOI no 2013-1028 du 15 novembre 2013 relative à l'indépendance de l'audiovisuel public (1)Vigueur
LOI no 2013-1029 du 15 novembre 2013 portant diverses dispositions relatives aux outre-mer (1)Vigueur,LOI no 2013-1029 du 15 novembre 2013 portant diverses dispositions relatives aux outre-mer (1)Vigueur
LOI no 2013-108 du 31 janvier 2013 tendant à abroger la loi no 2010-1127 du 28 septembre 2010 visant à lutter contre l'absentéisme scolaire (1)Vigueur,LOI no 2013-108 du 31 janvier 2013 tendant à abroger la loi no 2010-1127 du 28 septembre 2010 visant à lutter contre l'absentéisme scolaire (1)Vigueur
