law,date_law
"LEGE pentru respingerea Ordonanţei de urgenţă a Guvernului nr.58/2000 privind unele măsuri pentru întărirea disciplinei salariale şi financiare în regiile autonome, societăţile şi companiile naţionale şi în unele societăţi comerciale cu capital majoritar de stat, în anul 2000",17/10.01.2002
"LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.255/2000 privind prelungirea termenului de valabilitate a ofertei formulate de Fondul Proprietăţii de Stat pentru vânzarea acţiunilor deţinute la Societatea Comercială ""Gerom"" - S.A. Buzău",18/10.01.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr.97/1999 privind garantarea furnizării de servicii publice în transporturile rutiere şi pe căile navigabile interioare,19/10.01.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.10/2001 pentru modificarea şi completarea Ordonanţei de urgenţă a Guvernului nr.271/2000 privind regimul activităţilor de transport, comercializare şi recuperare a ţiţeiului, gazolinei, condensatului şi etanului lichid şi stabilirea regimului de urmărire şi judecare în procedură urgentă a unor fapte penale",20/10.01.2002
"LEGE privind aprobarea Ordonanţei Guvernului nr.71/2000 pentru aprobarea extinderii şi completării Aranjamentului de credit stand-by dintre România şi Fondul Monetar Internaţional, încheiat la Washington la 5 august 1999, aprobate la Washington la 7 iunie 2000, precum şi a Memorandumului Guvernului României privind politicile economice şi a Suplimentului la acest memorandum, ambele convenite cu Fondul Monetar Internaţional",21/10.01.2002
LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.41/2000 pentru modificarea şi completarea Legii nr.19/2000 privind sistemul public de pensii şi alte drepturi de asigurări sociale,22/10.01.2002
LEGE pentru respingerea Ordonanţei de urgenţă a Guvernului nr.269/2000 privind urmărirea şi controlul postprivatizare al societăţilor comerciale,23/10.01.2002
"LEGE privind aprobarea Ordonanţei Guvernului nr.36/2001 pentru ratificarea Acordului dintre Guvernul României şi Guvernul Marelui Ducat de Luxemburg privind schimbul de stagiari, semnat la Luxemburg la 20 iulie 2001",24/10.01.2002
"LEGE privind trecerea satului Cuştelnic din componenţa comunei Găneşti, judeţul Mureş, în componenţa municipiului Târnăveni, judeţul Mureş",25/10.01.2002
"LEGE privind aprobarea plăţilor restante pentru costurile de participare, pe perioada 1998-2001, la experimentele Centrului European pentru Cercetări Nucleare - CERN, de către Ministerul Educaţiei şi Cercetării",26/10.01.2002
"LEGE pentru ratificarea Convenţiei penale privind corupţia, adoptată la Strasbourg la 27 ianuarie 1999",27/16.01.2002
"LEGE pentru ratificarea Convenţiei europene asupra coproducţiilor cinematografice, adoptată la Strasbourg la 2 octombrie 1992",28/16.01.2002
"LEGE privind ratificarea Convenţiei dintre România şi Republica Federală Germania pentru evitarea dublei impuneri cu privire la impozitele pe venit şi pe capital, semnată la Berlin la 4 iulie 2001",29/16.01.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.122/2001 privind modificarea art.2 din Ordonanţa de urgenţă a Guvernului nr.50/2000 pentru abrogarea Ordonanţei de urgenţă a Guvernului nr.67/1999 privind unele măsuri pentru dezvoltarea activităţii economice,30/16.01.2002
"LEGE pentru ratificarea Acordului dintre Guvernul României şi Guvernul Republicii Islamice Iran privind transporturile aeriene, semnat la Teheran la 14 august 2000",31/16.01.2002
"LEGE pentru ratificarea Acordului dintre Guvernul României şi Guvernul Republicii Islamice Iran privind transportul maritim comercial, semnat la Teheran la 14 august 2000",32/16.01.2002
"LEGE pentru aprobarea Ordonanţei Guvernului nr.32/2001 privind acceptarea de către România a Codului internaţional pentru aplicarea metodelor de încercare la foc (Codul FTP), precum şi acceptarea unor amendamente la acesta, adoptate de Organizaţia Maritimă Internaţională prin Rezoluţia MSC.61 (67) şi, respectiv, prin Rezoluţia MSC.101 (73) ale Comitetului Securităţii Maritime la Londra la 5 decembrie 1996 şi, respectiv, la 5 decembrie 2000",33/16.01.2002
"LEGE privind aprobarea Ordonanţei Guvernului nr.37/2001 pentru acceptarea Codului internaţional al mijloacelor de salvare (Codul LSA), adoptat de Organizaţia Maritimă Internaţională prin Rezoluţia Comitetului Securităţii Maritime MSC.48 (66) la Londra la 4 iunie 1996",34/16.01.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.116/2001 privind alocarea unei sume din bugetul Ministerului Muncii şi Solidarităţii Sociale pentru finanţarea activităţilor ocazionate de sărbătorirea în România a Zilei Internaţionale a Vârstnicilor în anul 2001,35/16.01.2002
"LEGE pentru modificarea şi completarea Legii nr.17/1990 privind regimul juridic al apelor maritime interioare, al mării teritoriale şi al zonei contigue ale României",36/16.01.2002
LEGE privind aprobarea Ordonanţei Guvernului nr.58/2000 pentru modificarea şi completarea Ordonanţei Guvernului nr.21/1992 privind protecţia consumatorilor,37/16.01.2002
LEGE pentru modificarea art.30 din Legea apărării naţionale a României nr.45/1994,38/16.01.2002
"LEGE pentru aprobarea Ordonanţei Guvernului nr.13/2001 privind înfiinţarea, organizarea şi funcţionarea serviciilor comunitare pentru cadastru şi agricultură",39/16.01.2002
LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.29/2001 pentru completarea Legii nr.40/1990 privind organizarea şi funcţionarea Ministerului de Interne,40/16.01.2002
"LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.58/2001 privind organizarea şi finanţarea rezidenţiatului, stagiaturii şi activităţii de cercetare medicală în sectorul sanitar",41/16.01.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.120/2000 pentru modificarea şi completarea Ordonanţei de urgenţă a Guvernului nr.95/1999 cu privire la valorificarea bunurilor scoase din funcţiune, aflate în administrarea Ministerului Apărării Naţionale, şi a Ordonanţei Guvernului nr.122/1998 privind acumularea, scoaterea şi împrospătarea produselor din rezervele proprii ale forţelor destinate apărării naţionale",42/16.01.2002
LEGE pentru respingerea Ordonanţei Guvernului nr.87/2000 privind răspunderea producătorilor pentru pagubele generate de produsele defectuoase,43/16.01.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.89/1999 privind unele măsuri de restructurare financiară a Băncii Române de Comerţ Exterior - Bancorex - S.A.,44/16.01.2002
LEGE privind respingerea Ordonanţei de urgenţă a Guvernului nr. 53/2000 pentru unele măsuri privind soluţionarea cererilor referitoare la acordarea de despăgubiri pentru daunele morale,45/16.01.2002
LEGE pentru completarea anexei nr.1 la Legea nr.92/1992 pentru organizarea judecătorească,46/16.01.2002
"LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.66/1999 privind autorizarea Fondului Proprietăţii de Stat de a acorda un sprijin financiar nerambursabil în valoare de 50 miliarde lei Societăţii Comerciale ""Comtim"" - S.A.Timişoara",47/16.01.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr.137/2000 privind prevenirea şi sancţionarea tuturor formelor de discriminare,48/16.01.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.62/1999 privind unele măsuri de restructurare financiară a Băncii Române de Comerţ Exterior (Bancorex) - S.A.,49/16.01.2002
"LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.126/2001 privind stingerea obligaţiilor bugetare ale agenţilor economici din sectorul producţiei de apărare, din patrimoniul cărora se constituie parcuri industriale",50/16.01.2002
LEGE privind aprobarea Ordonanţei Guvernului nr.94/2000 pentru modificarea şi completarea Ordonanţei Guvernului nr.19/1997 privind transporturile,51/16.01.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.91/2001 pentru stabilirea coeficienţilor de ierarhizare ai soldelor unor funcţii din structurile Ministerului Apărării Naţionale, ale căror state de organizare intră în vigoare în perioada 1 iunie 2001-31 decembrie 2003 ca urmare a procesului de reorganizare a Armatei României",52/16.01.2002
"LEGE pentru aprobarea Ordonanţei Guvernului nr.69/2001 privind ratificarea Protocolului din 3 iunie 1999 pentru modificarea Convenţiei privind transporturile internaţionale feroviare (COTIF), semnată la Berna la 9 mai 1980 (Protocolul 1999), semnat la Vilnius la 3 iunie 1999",53/16.01.2002
"LEGE pentru aprobarea Ordonanţei Guvernului nr.42/2001 privind aprobarea preluării de către Ministerul Lucrărilor Publice, Transporturilor şi Locuinţei a drepturilor şi obligaţiilor, inclusiv a obligaţiilor de plată a cotizaţiei anuale, ce decurg din calitatea României de membru al Organizaţiei interguvernamentale pentru transporturile internaţionale feroviare (OTIF), constituită în conformitate cu prevederile Convenţiei cu privire la transporturile internaţionale feroviare (COTIF)",54/16.01.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr.79/2000 privind regimul navigaţiei pe Canalul Dunăre-Marea Neagră şi Canalul Poarta Albă-Midia-Năvodari,55/16.01.2002
LEGE privind aprobarea Ordonanţei Guvernului nr.64/2000 pentru completarea Legii nr.133/1999 privind stimularea întreprinzătorilor privaţi pentru înfiinţarea şi dezvoltarea întreprinderilor mici şi mijlocii,56/16.01.2002
"LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.97/2001 privind reglementarea producţiei, circulaţiei şi comercializării alimentelor",57/16.01.2002
"LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.86/2000 privind suspendarea procedurilor de vânzare a activelor închise operaţional, deţinute de societăţile comerciale incluse în Programul pentru ajustarea sectorului privat (PSAL)",58/16.01.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.79/2001 privind întărirea disciplinei economico-financiare şi alte dispoziţii cu caracter financiar,59/16.01.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr.106/1999 privind contractele încheiate în afara spaţiilor comerciale,60/16.01.2002
LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr. 89/2001 pentru modificarea şi completarea unor dispoziţii din Codul penal referitoare la infracţiuni privind viaţa sexuală,61/16.01.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr.60/1998 privind înfiinţarea de extensiuni universitare ale României în străinătate,62/16.01.2002
LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.35/2000 pentru modificarea Legii nr.118/1996 privind constituirea şi utilizarea Fondului special al drumurilor publice,63/16.01.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.28/1999 privind obligaţia agenţilor economici de a utiliza aparate de marcat electronice fiscale,64/16.01.2002
LEGE pentru modificarea Legii nr.193/2000 privind clauzele abuzive din contractele încheiate între comercianţi şi consumatori,65/16.01.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.226/2000 privind circulaţia juridică a terenurilor cu destinaţie forestieră,66/16.01.2002
"LEGE pentru aprobarea Ordonanţei Guvernului nr.38/1999 privind modificarea şi completarea Ordonanţei de urgenţă a Guvernului nr.67/1998, Ordonanţei de urgenţă a Guvernului nr.89/1999 şi Ordonanţei de urgenţă a Guvernului nr.115/1999",67/16.01.2002
"LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.15/2001 privind reglementarea situaţiei juridice a rezervoarelor, conductelor de transport al ţiţeiului şi al produselor petroliere, a staţiilor de pompare şi a celorlalte instalaţii şi echipamente aferente",68/16.01.2002
LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.120/2001 pentru completarea art.1949 din Ordonanţa de urgenţă a Guvernului nr.51/1998 privind valorificarea unor active bancare,69/16.01.2002
LEGE privind aprobarea Ordonanţei Guvernului nr.12/2001 pentru aprobarea unor reglementări privind datoria publică externă,70/16.01.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.123/2001 privind reorganizarea comisiei pentru protecţia copilului,71/16.01.2002
LEGE zootehniei,72/16.01.2002
LEGE privind organizarea şi funcţionarea pieţelor produselor agricole şi alimentare în România,73/16.01.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr.16/1998 privind Statutul personalului vamal,74/16.01.2002
"LEGE pentru modificarea şi completarea Ordonanţei Guvernului nr.96/1998 privind reglementarea regimului silvic şi administrarea fondului forestier naţional, republicată",75/16.01.2002
LEGE privind sistemul asigurărilor pentru şomaj şi stimularea ocupării forţei de muncă,76/16.01.2002
LEGE pentru modificarea şi completarea Legii nr.94/1992 privind organizarea şi funcţionarea Curţii de Conturi,77/31.01.2002
LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.70/2001 pentru modificarea şi completarea Legii cadastrului şi a publicităţii imobiliare nr.7/1996,78/26.02.2002
LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.118/2001 pentru modificarea art.6 din Legea nr.78/1995 privind protecţia personalului şi a patrimoniului din sectorul producţiei de apărare,79/26.02.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.52/2001 privind accelerarea şi finalizarea procesului de privatizare a societăţilor comerciale din turism,80/26.02.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.104/2001 privind organizarea şi funcţionarea Poliţiei de Frontieră Române,81/26.02.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.139/2001 privind compensarea unor obligaţii ale unor agenţi economici din domeniul transporturilor feroviare,82/26.02.2002
LEGE pentru modificarea alin.(2) al art.49 din Legea nr.128/1997 privind Statutul personalului didactic,83/26.02.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr.115/2001 privind reglementarea unor măsuri de asigurare a fondurilor necesare în vederea furnizării energiei termice şi a gazelor naturale pentru populaţie,84/26.02.2002
"LEGE pentru respingerea Ordonanţei Guvernului nr.96/1999 privind constituirea şi utilizarea Fondului special pentru reducerea riscurilor tehnologice la utilaje, echipamente şi instalaţii industriale",85/26.02.2002
"LEGE pentru respingerea Ordonanţei Guvernului nr.85/1999 privind scutirea de la plata taxelor vamale a importului de materiale, echipament şi instalaţii sportive al federaţiilor sportive naţionale şi al Comitetului Olimpic Român",86/26.02.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.148/2001 pentru aprobarea scutirii de la plata taxei pe valoarea adăugată a unor importuri de bunuri şi a unor servicii contractate în anul 1999, destinate înzestrării Ministerului de Interne",87/26.02.2002
LEGE pentru respingerea Ordonanţei Guvernului nr.88/2000 privind finanţarea centrelor de consultanţă şi informare a consumatorilor,88/26.02.2002
LEGE pentru respingerea Ordonanţei de urgenţă a Guvernului nr.181/2000 privind instituirea monopolului de stat asupra comercializării alcoolului,89/26.02.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.150/2001 pentru aprobarea Amendamentului convenit prin scrisoarea semnată la 10 august 2001 la Luxemburg şi la 10 septembrie 2001 la Bucureşti şi modificarea Ordonanţei Guvernului nr.97/2000 pentru ratificarea Contractului de finanţare dintre România şi Banca Europeană de Investiţii în vederea finanţării Proiectului de reconstrucţie pentru eliminarea efectelor inundaţiilor, semnat la Luxemburg la 4 august 2000 şi la Bucureşti la 9 august 2000",90/26.02.2002
LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.145/2001 pentru prelungirea unor termene prevăzute de Legea nr.10/2001 privind regimul juridic al unor imobile preluate în mod abuziv în perioada 6 martie 1945 - 22 decembrie 1989,91/26.02.2002
"LEGE pentru aprobarea participării României, cu drepturi depline, la Consiliul de Administraţie al Colegiului Europei şi a plăţii cotizaţiei anuale",92/26.02.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.32/2000 pentru aprobarea scutirii de la plata taxei pe valoarea adăugată a unor importuri de bunuri şi servicii, efectuate în anul 2000, destinate înzestrării Ministerului Apărării Naţionale, contractate în anii anteriori",93/26.02.2002
"LEGE privind respingerea Ordonanţei de urgenţă a Guvernului nr.76/2000 pentru modificarea Ordonanţei de urgenţă a Guvernului nr.12/1999 privind schimbul terenului în suprafaţă de 5.000 m2, situat în Şos.Kiseleff, zona Piaţa Presei Libere, sectorul 1, Bucureşti - România, cu construcţia şi terenul aferent, situate în Dorotheenstrasse 62-66, Berlin - Republica Federală Germania",94/26.02.2002
"LEGE pentru aprobarea amendamentelor convenite prin schimbul de scrisori din 20 aprilie 2001 şi 10 iulie 2001 între Ministerul Finanţelor Publice din România şi Ministerul Finanţelor din Federaţia Rusă la Acordul dintre Guvernul României şi Guvernul Federaţiei Ruse privind reglementarea reciprocă a creanţelor financiare în ruble transferabile, rezultate din Acordul şi Protocolul dintre Guvernul Republicii Socialiste România şi Guvernul Uniunii Republicilor Sovietice Socialiste de colaborare la construirea de obiective în industria gazelor a U.R.S.S.în anii 1984-1988, din 19 iulie 1984, şi din contul de lichidare nr.2 în ruble transferabile, semnat la Moscova la 18 august 1999, ratificat prin Ordonanţa Guvernului nr.6/2000",95/26.02.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr.143/2001 pentru aprobarea amendamentelor la Acordul-cadru de împrumut dintre România şi Fondul de Dezvoltare Socială al Consiliului Europei pentru sprijinirea regiunilor afectate de inundaţiile din ultima perioadă, semnat la Paris la 19 ianuarie 1999, convenite prin Scrisoarea Suplimentară între România, prin Ministerul Finanţelor Publice, şi Banca de Dezvoltare a Consiliului Europei, semnată la Paris la 19 iunie 2001 şi la Bucureşti la 23 iulie 2001, şi pentru modificarea Ordonanţei Guvernului nr.28/1999 de ratificare a Acordului-cadru de împrumut dintre România şi Fondul de Dezvoltare Socială al Consiliului Europei pentru sprijinirea regiunilor afectate de inundaţiile din ultima perioadă, semnat la Paris la 19 ianuarie 1999",96/26.02.2002
"LEGE pentru aderarea României la Acordul privind adoptarea de reglementări tehnice mondiale aplicabile autovehiculelor, precum şi echipamentelor şi componentelor ce pot fi montate şi/sau utilizate pe autovehicule, încheiat la Geneva la 25 iunie 1998",97/05.03.2002
"LEGE pentru aderarea României la Protocolul la Convenţia privind elaborarea unei farmacopei europene, adoptată la Strasbourg la 22 iulie 1964, adoptat la Strasbourg la 16 noiembrie 1989",98/05.03.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr. 131/2000 privind instituirea unor măsuri pentru facilitarea exploatării porturilor,99/05.03.2002
LEGE privind respingerea Ordonanţei de urgenţă a Guvernului nr. 101/2001 pentru completarea art. 17 din Legea nr. 94/1992 privind organizarea şi funcţionarea Curţii de Conturi,100/05.03.2002
LEGE privind respingerea Ordonanţei de urgenţă a Guvernului nr. 78/2001 pentru completarea art. 116 din Legea nr. 94/1992 privind organizarea şi funcţionarea Curţii de Conturi,101/05.03.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr. 147/2001 pentru ratificarea Aranjamentului stand-by dintre România şi Fondul Monetar Internaţional şi a Memorandumului cu privire la politicile economice şi financiare ale Guvernului României în perioada 2001-2002, convenite prin schimb de scrisori între Bucureşti şi Washington, prin scrisoarea din 17 octombrie 2001 a Ministerului Finanţelor Publice şi Băncii Naţionale a României şi răspunsul din 31 octombrie 2001 al Fondului Monetar Internaţional",102/05.03.2002
"LEGE privind înfiinţarea comunei Cozmeni, judeţul Harghita",103/08.03.2002
"LEGE privind înfiinţarea comunei Mădăraş, judeţul Harghita",104/08.03.2002
"LEGE privind schimbarea denumirii satului Lunca Teuzului din componenţa comunei Beliu, judeţul Arad",105/08.03.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr. 81/2001 privind înfiinţarea şi organizarea Institutului Naţional de Administraţie,106/08.03.2002
"LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr. 2/2002 privind finanţarea restanţelor aferente aplicării prevederilor Ordonanţei de urgenţă a Guvernului nr. 30/2001 privind acordarea în anul 2001 a unui sprijin direct de minimum un milion lei producătorilor agricoli pentru fiecare hectar de teren cultivat, cu finanţare de la bugetul de stat",107/08.03.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr. 157/2001 privind garantarea unui plasament interbancar,108/08.03.2002
LEGE privind aprobarea Ordonanţei Guvernului nr. 26/2001 pentru modificarea Ordonanţei Guvernului nr. 11/1996 privind executarea creanţelor bugetare,109/08.03.2002
"LEGE pentru ratificarea Acordului dintre România şi Comunitatea Europeană instituind anumite condiţii pentru transportul rutier de mărfuri şi promovarea transportului combinat, semnat la Luxemburg la 28 iunie 2001",110/13.03.2002
"LEGE pentru ratificarea Statutului Curţii Penale Internaţionale, adoptat la Roma la 17 iulie 1998",111/13.03.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr. 165/2001 privind scutirea de la plata drepturilor de import a unor echipamente pentru protecţia mediului,112/14.03.2002
LEGE privind respingerea Ordonanţei de urgenţă a Guvernului nr. 30/2000 pentru modificarea şi completarea art. 166 din Legea învăţământului nr. 84/1995,113/14.03.2002
LEGE pentru respingerea Ordonanţei de urgenţă a Guvernului nr. 56/1999 privind modul de determinare a fondului de salarii prevăzut în bugetele de venituri şi cheltuieli pe anul 1999 ale societăţilor comerciale cu capital majoritar de stat care au înregistrat pierderi în anul 1998,114/14.03.2002
"LEGE pentru ratificarea Protocolului adiţional nr. 10, semnat la Bucureşti la 16 noiembrie 2001, la Acordul central european de comerţ liber (CEFTA), Cracovia, 21 decembrie 1992",115/14.03.2002
LEGE privind prevenirea şi combaterea marginalizării sociale,116/15.03.2002
"LEGE pentru aprobarea Ordonanţei Guvernului nr. 25/2001 privind înfiinţarea Companiei Naţionale de Investiţii ""C.N.I. - S.A.",117/15.03.2002
LEGE pentru instituirea indemnizaţiei de merit,118/15.03.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr. 125/2001 privind unele măsuri pentru execuţia lucrărilor de reabilitare a Grupului nr. 1 de 210 MW din Centrala Termoelectrică Mintia - Deva,119/15.03.2002
LEGE privind aprobarea Ordonanţei Guvernului nr. 78/2001 pentru modificarea Legii nr. 199/2000 privind utilizarea eficientă a energiei,120/15.03.2002
"LEGE privind aprobarea Ordonanţei Guvernului nr. 123/2000 pentru modificarea şi completarea Legii nr. 35/1994 privind timbrul literar, cinematografic, teatral, muzical, folcloric şi al artelor plastice",121/15.03.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr. 48/1999 privind transportul rutier al mărfurilor periculoase,122/18.03.2002
"LEGE pentru ratificarea Acordului dintre Guvernul României şi Guvernul Statului Israel privind cooperarea în combaterea traficului ilicit şi a abuzului de droguri şi substanţe psihotrope şi a altor infracţiuni grave, semnat la Ierusalim la 17 iulie 2001",123/18.03.2002
"LEGE pentru ratificarea Acordului dintre Guvernul României şi Guvernul Republicii Moldova privind readmisia străinilor, semnat la Bucureşti la 27 iulie 2001",124/18.03.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr. 82/2001 privind stabilirea unor forme de sprijin financiar pentru unităţile de cult aparţinând cultelor religioase recunoscute din România,125/18.03.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr. 33/2001 privind acordarea de rechizite şcolare în anul şcolar 2001-2002,126/18.03.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr. 133/2000 privind repartizarea capacităţilor de infrastructură feroviară,127/18.03.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr. 162/2001 pentru modificarea alin. (2) al art. 4 din Legea nr. 35/1999 privind ratificarea Acordului de împrumut dintre România şi Banca Europeană de Investiţii şi Societatea Naţională a Căilor Ferate Române (S.N.C.F.R.) pentru finanţarea Proiectului de modernizare a căilor ferate, semnat la Luxemburg şi la Bucureşti la 30 iunie 1998",128/18.03.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr. 92/2000 privind organizarea şi funcţionarea serviciilor de reintegrare socială a infractorilor şi de supraveghere a executării sancţiunilor neprivative de libertate,129/18.03.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr. 140/2001 pentru modificarea art. 1 din Ordonanţa de urgenţă a Guvernului nr. 142/2000 privind înfiinţarea, organizarea şi funcţionarea Agenţiei SAPARD pentru implementarea tehnică şi financiară a Instrumentului special de preaderare pentru agricultură şi dezvoltare rurală",130/18.03.2002
LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr. 153/2001 pentru aplicarea Rezoluţiei nr. 1.373/2001 a Consiliului de Securitate al Organizaţiei Naţiunilor Unite privind combaterea terorismului internaţional,131/18.03.2002
LEGE privind respingerea Ordonanţei Guvernului nr. 72/2001 pentru modificarea şi completarea Ordonanţei Guvernului nr. 119/1999 privind auditul intern şi controlul financiar preventiv,132/19.03.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr. 75/1999 privind activitatea de audit financiar,133/19.03.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr. 188/2001 pentru ratificarea Acordului dintre Guvernul României şi Guvernul Federal al Republicii Austria privind readmisia persoanelor, semnat la Viena la 28 noiembrie 2001, precum şi a Protocolului pentru aplicarea Acordului dintre Guvernul României şi Guvernul Federal al Republicii Austria privind readmisia persoanelor, semnat la Viena la 28 noiembrie 2001",134/21.03.2002
"LEGE pentru respingerea Ordonanţei de urgenţă a Guvernului nr. 164/2000 privind instituirea unor măsuri pentru stimularea agenţilor economici producători interni sau importatori de alcool, băuturi alcoolice spirtoase şi băuturi alcoolice naturale, în vederea achitării obligaţiilor către bugetul de stat, bugetul asigurărilor sociale de stat şi fondurile speciale",135/21.03.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr. 14/1999 privind unele măsuri specifice pentru asigurarea resurselor Fondului special al drumurilor publice şi executarea silită a creanţelor la bugetul acestui fond,136/21.03.2002
LEGE privind unele măsuri pentru accelerarea privatizării,137/28.03.2002
LEGE pentru aprobarea Ordonanţei de urgenţă a Guvernului nr. 157/2000 privind prorogarea termenului prevăzut la art. III din Ordonanţa de urgenţă a Guvernului nr. 134/2000 pentru modificarea şi completarea Ordonanţei Guvernului nr. 27/2000 privind regimul produselor supuse accizelor,138/01.04.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr. 87/2001 privind serviciile publice de salubrizare a localităţilor,139/01.04.2002
LEGE pentru aprobarea Ordonanţei Guvernului nr. 77/2001 privind reabilitarea şi revitalizarea Centrului istoric Bucureşti,140/01.04.2002
LEGE privind respingerea Ordonanţei Guvernului nr. 85/2000 pentru modificarea şi completarea Ordonanţei Guvernului nr. 119/1999 privind auditul intern şi controlul financiar preventiv,141/01.04.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr. 171/2001 pentru aprobarea modificării denumirii şi clasificării mărfurilor din Tariful vamal de import al României, precum şi a taxelor vamale de bază aferente acestora",142/01.04.2002
"LEGE privind aprobarea Ordonanţei de urgenţă a Guvernului nr. 183/2001 pentru ratificarea Protocolului adiţional nr. 11, semnat la Bucureşti la 16 noiembrie 2001, la Acordul Central European de Comerţ Liber (CEFTA), Cracovia, 21 decembrie 1992",143/01.04.2002
"LEGE pentru acceptarea unor amendamente la Convenţia privind Organizaţia Maritimă Internaţională, adoptată la Geneva la 6 martie 1948",144/01.04.2002
"LEGE privind respingerea Ordonanţei Guvernului nr. 13/1999 pentru modificarea alin. 1 al art. 3 din Legea nr. 105/1997 pentru soluţionarea obiecţiunilor, contestaţiilor şi a plângerilor asupra sumelor constatate şi aplicate prin actele de control sau de impunere ale organelor Ministerului Finanţelor",145/01.04.2002
LEGE privind regimul juridic al fundaţiilor judeţene pentru tineret şi a municipiului Bucureşti şi al Fundaţiei Naţionale pentru Tineret,146/01.04.2002
"LEGE pentru ratificarea Convenţiei civile asupra corupţiei, adoptată la Strasbourg la 4 noiembrie 1999",147/01.04.2002
LEGE privind respingerea Ordonanţei Guvernului nr. 103/2000 pentru modificarea Legii nr. 98/1994 privind stabilirea şi sancţionarea contravenţiilor la normele legale de igienă şi sănătate publică,148/01.04.2002
LEGE privind respingerea Ordonanţei de urgenţă a Guvernului nr. 46/2000 pentru modificarea lit. a) din alin. (3) al art. 7 din Ordonanţa Guvernului nr. 119/1999 privind auditul intern şi controlul financiar preventiv,149/01.04.2002
LEGE privind respingerea Ordonanţei Guvernului nr. 83/1999 pentru modificarea şi completarea Ordonanţei Guvernului nr. 9/1992 privind organizarea statisticii publice,150/01.04.2002
