Ordonantă nr.34 din 26 martie     2020 de urgentă pentru modificarea si completarea Ordonantei de urgentă a Guvernului nr. 1/1999 privind regimul stării de asediu si regimul stării de urgentă,[<b>Ordonanţă de Urgenţă nr.34 din 26 martie     2020</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.35 din 26 martie     2020 privind modalitatea de emitere şi prelungirea valabilităţii voucherelor de vacanţă, în contextul situaţiei epidemiologice determinate de răspândirea COVID-19",[<b>Ordonanţă de Urgenţă nr.35 din 26 martie     2020</b>],placeholder,placeholder,placeholder
"Ordonantă nr.36 din 26 martie     2020 de urgentă pentru modificarea si completarea unor acte normative, precum si pentru adoptarea unor măsuri pe timpul stării de urgentă instituite prin Decretul nr. 195/2020 privind instituirea stării de urgentă pe teritoriul României",[<b>Ordonanţă de Urgenţă nr.36 din 26 martie     2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.37 din 30 martie     2020 privind acordarea unor facilităţi pentru creditele acordate de instituţii de credit şi instituţii financiare nebancare anumitor categorii de debitori,[<b>Ordonanţă de Urgenţă nr.37 din 30 martie     2020</b>],uitata,placeholder,placeholder
Ordonantă nr.38 din 30 martie     2020 de urgentă privind utilizarea înscrisurilor în formă electronică la nivelul autoritătilor si institutiilor publice,[<b>Ordonanţă de Urgenţă nr.38 din 30 martie     2020</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.44 din 6 aprilie    2020 privind prelungirea mandatelor autorităţilor administraţiei publice locale cuprinse în perioada 2016-2020, unele măsuri pentru organizarea alegerilor locale din anul 2020, precum şi modificarea Ordonanţei de urgenţă a Guvernului nr. 57/2019 privind Codul administrativ",[<b>Ordonanţă de Urgenţă nr.44 din 6 aprilie    2020</b>],uitata,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.45 din 9 aprilie    2020 pentru completarea Ordonanţei Guvernului nr. 137/2000 privind prevenirea si sanctionarea tuturor formelor de discriminare,[<b>Ordonanţă de Urgenţă nr.45 din 9 aprilie    2020</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.46 din 9 aprilie    2020 pentru completarea art. 8 din Ordonanţa de urgenţă a Guvernului nr. 11/2020 privind stocurile de urgenţă medicală, precum şi unele măsuri aferente instituirii carantinei",[<b>Ordonanţă de Urgenţă nr.46 din 9 aprilie    2020</b>],placeholder,placeholder,placeholder
"Ordonantă nr.47 din 9 aprilie    2020 de urgentă pentru stabilirea, pe perioada stării de urgentă instituite prin Decretul nr. 195/2020, a conditiilor de comercializare a benzinei si motorinei în contextul crizei economice generate de pandemia SARS-CoV-2",[<b>Ordonanţă de Urgenţă nr.47 din 9 aprilie    2020</b>],uitata,placeholder,placeholder
Ordonantă nr.48 din 9 aprilie    2020 de urgentă privind unele măsuri financiar-fiscale,[<b>Ordonanţă de Urgenţă nr.48 din 9 aprilie    2020</b>],uitata,placeholder,placeholder
"Ordonantă nr.49 din 15 aprilie    2020 de urgentă pentru modificarea si completarea Ordonantei de urgentă a Guvernului nr. 158/2005 privind concediile si indemnizatiile de asigurări sociale de sănătate, precum si pentru reglementarea unor măsuri de protectie socială",[<b>Ordonanţă de Urgenţă nr.49 din 15 aprilie    2020</b>],placeholder,placeholder,placeholder
Ordonantă nr.53 din 15 aprilie    2020 de urgentă pentru modificarea si completarea unor acte normative privind măsuri de protectie socială determinate de răspândirea coronavirusului SARS-CoV-2,[<b>Ordonanţă de Urgenţă nr.53 din 15 aprilie    2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.55 din 23 aprilie    2020 privind instituirea unor măsuri de protecţie socială în contextul situaţiei epidemiologice determinate de răspândirea coronavirusului SARS- CoV-2,[<b>Ordonanţă de Urgenţă nr.55 din 23 aprilie    2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.56 din 23 aprilie    2020 privind unele măsuri provizorii în contextul situaţiei epidemiologice determinate de răspândirea coronavirusului SARS-CoV-2,[<b>Ordonanţă de Urgenţă nr.56 din 23 aprilie    2020</b>],placeholder,placeholder,placeholder
Ordonantă nr.57 din 23 aprilie    2020 de urgentă pentru modificarea si completarea Ordonantei Guvernului nr. 22/2007 privind organizarea si functionarea Comisiei Nationale de Strategie si Prognoză,[<b>Ordonanţă de Urgenţă nr.57 din 23 aprilie    2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.58 din 23 aprilie    2020 privind luarea unor măsuri pentru buna funcţionare a sistemului de învăţământ,[<b>Ordonanţă de Urgenţă nr.58 din 23 aprilie    2020</b>],uitata,placeholder,placeholder
Ordonantă nr.59 din 30 aprilie    2020 de urgentă pentru stabilirea unor măsuri suplimentare în domeniul protectiei sociale în contextul situatiei epidemiologice determinate de răspândirea coronavirusului SARS-CoV-2,[<b>Ordonanţă de Urgenţă nr.59 din 30 aprilie    2020</b>],placeholder,placeholder,placeholder
Ordonantă nr.61 din 30 aprilie    2020 de urgentă privind completarea Legii cadastrului si a publicitătii imobiliare nr. 7/1996 si pentru modificarea si completarea Ordonantei de urgentă a Guvernului nr. 57/2019 privind Codul administrativ,[<b>Ordonanţă de Urgenţă nr.61 din 30 aprilie    2020</b>],placeholder,placeholder,placeholder
"Ordonantă nr.62 din 7 mai        2020 de urgentă pentru adoptarea unor măsuri în domeniul societătilor, în vederea desfăsurării reuniunilor organelor statutare",[<b>Ordonanţă de Urgenţă nr.62 din 7 mai        2020</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.64 din 7 mai        2020 privind modificarea şi completarea art. 8 din Ordonanţa de urgenţă a Guvernului nr. 43/2020 pentru aprobarea unor măsuri de sprijin decontate din fonduri europene, ca urmare a răspândirii coronavirusului COVID-19, pe perioada stării de urgenţă",[<b>Ordonanţă de Urgenţă nr.64 din 7 mai        2020</b>],placeholder,placeholder,placeholder
"Ordonantă nr.66 din 7 mai        2020 de urgentă privind modificarea si completarea art. 1 din Ordonanta de urgentă a Guvernului nr. 47/2020 pentru stabilirea, pe perioada stării de urgentă instituite prin Decretul nr. 195/2020, a conditiilor de comercializare a benzinei si motorinei în contextul crizei economice generate de pandemia SARS-CoV-2",[<b>Ordonanţă de Urgenţă nr.66 din 7 mai        2020</b>],placeholder,placeholder,placeholder
"Ordonantă nr.69 din 14 mai        2020 de urgentă pentru modificarea si completarea Legii nr. 227/2015 privind Codul fiscal, precum si pentru instituirea unor măsuri fiscale",[<b>Ordonanţă de Urgenţă nr.69 din 14 mai        2020</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.72 din 14 mai        2020 pentru suspendarea aplicării prevederilor art. 21 alin. (6) din Legea nr. 165/2013 privind măsurile pentru finalizarea procesului de restituire, în natură sau prin echivalent, a imobilelor preluate în mod abuziv în perioada regimului comunist în România şi instituirea unor măsuri tranzitorii",[<b>Ordonanţă de Urgenţă nr.72 din 14 mai        2020</b>],uitata,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.73 din 14 mai        2020 privind desemnarea Serviciului de Telecomunicaţii Speciale ca integrator de servicii de comunicaţii critice destinate autorităţilor publice cu atribuţii în managementul situaţiilor de urgenţă,[<b>Ordonanţă de Urgenţă nr.73 din 14 mai        2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.74 din 14 mai        2020 pentru modificarea şi completarea Legii energiei electrice şi a gazelor naturale nr. 123/2012,[<b>Ordonanţă de Urgenţă nr.74 din 14 mai        2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.76 din 21 mai        2020 pentru abrogarea Legii nr. 207/2016 privind reglementarea marketingului înlocuitorilor laptelui matern,[<b>Ordonanţă de Urgenţă nr.76 din 21 mai        2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.77 din 21 mai        2020 pentru completarea Ordonanţei de urgenţă a Guvernului nr. 64/2007 privind datoria publică,[<b>Ordonanţă de Urgenţă nr.77 din 21 mai        2020</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.78 din 21 mai        2020 privind acordarea de către Ministerul Sănătăţii, prin direcţiile de sănătate publică judeţene şi a municipiului Bucureşti, autorităţilor publice locale a necesarului de măşti de protecţie pentru familiile şi persoanele defavorizate de pe raza unităţilor administrativ-teritoriale, precum şi pentru suplimentarea bugetului Ministerului Sănătăţii, din Fondul de rezervă bugetară aflat la dispoziţia Guvernului, prevăzut în bugetul de stat pe anul 2020",[<b>Ordonanţă de Urgenţă nr.78 din 21 mai        2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.79 din 21 mai        2020 pentru modificarea şi completarea Legii educaţiei naţionale nr. 1/2011,[<b>Ordonanţă de Urgenţă nr.79 din 21 mai        2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.80 din 21 mai        2020 pentru modificarea şi completarea unor acte normative în domeniul sănătăţii,[<b>Ordonanţă de Urgenţă nr.80 din 21 mai        2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.81 din 21 mai        2020 privind modificarea şi completarea Ordonanţei de urgenţă a Guvernului nr. 3/2015 pentru aprobarea schemelor de plăţi care se aplică în agricultură în perioada 2015-2020 şi pentru modificarea art. 2 din Legea nr. 36/1991 privind societăţile agricole şi alte forme de asociere în agricultură,[<b>Ordonanţă de Urgenţă nr.81 din 21 mai        2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.83 din 21 mai        2020 pentru modificarea şi completarea Ordonanţei de urgenţă a Guvernului nr. 195/2002 privind circulaţia pe drumurile publice şi pentru stabilirea unor măsuri în domeniul circulaţiei pe drumurile publice în contextul pandemiei de COVID-19,[<b>Ordonanţă de Urgenţă nr.83 din 21 mai        2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.84 din 21 mai        2020 pentru stabilirea unor măsuri necesare în vederea implementării Programului operational Ajutorarea persoanelor defavorizate POAD,[<b>Ordonanţă de Urgenţă nr.84 din 21 mai        2020</b>],uitata,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.87 din 27 mai        2020 privind organizarea şi funcţionarea Corpului de control al prim-ministrului, precum şi pentru instituirea unor măsuri de îmbunătăţire a activităţii acestuia",[<b>Ordonanţă de Urgenţă nr.87 din 27 mai        2020</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.89 din 27 mai        2020 pentru modificarea Ordonanţei de urgenţă a Guvernului nr. 110/2017 privind Programul de susţinere a întreprinderilor mici şi mijlocii - IMM INVEST ROMÂNIA, precum şi pentru modificarea şi completarea Schemei de ajutor de stat pentru susţinerea activităţii IMM-urilor în contextul crizei economice generate de pandemia COVID-19",[<b>Ordonanţă de Urgenţă nr.89 din 27 mai        2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.91 din 27 mai        2020 privind trecerea Administraţiei Naţionale a Rezervelor de Stat şi Probleme Speciale din subordinea Ministerului Afacerilor Interne în subordinea Guvernului şi în coordonarea Secretariatului General al Guvernului şi pentru modificarea unor acte normative,[<b>Ordonanţă de Urgenţă nr.91 din 27 mai        2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.93 din 4 iunie      2020 pentru modificarea şi completarea art. 38 din Ordonanţa de urgenţă a Guvernului nr. 5/2015 privind deşeurile de echipamente electrice şi electronice,[<b>Ordonanţă de Urgenţă nr.93 din 4 iunie      2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.94 din 4 iunie      2020 privind unele măsuri pentru finanţarea din fonduri europene a unor programe naţionale,[<b>Ordonanţă de Urgenţă nr.94 din 4 iunie      2020</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.95 din 4 iunie      2020 pentru modificarea şi completarea Ordonanţei Guvernului nr. 25/2001 privind înfiinţarea Companiei Naţionale de Investitii ""C.N.I."" - S.A",[<b>Ordonanţă de Urgenţă nr.95 din 4 iunie      2020</b>],placeholder,placeholder,placeholder
ORDONANŢĂ DE URGENŢĂ nr.96 din 11 iunie      2020 pentru modificarea Legii nr. 86/2006 privind Codul vamal al României,[<b>Ordonanţă de Urgenţă nr.96 din 11 iunie      2020</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.97 din 11 iunie      2020 pentru implementarea unor măsuri de simplificare administrativă în domeniul protecţiei sociale, precum şi pentru acordarea unor drepturi şi beneficii de asistenţă socială în domeniile de activitate în care se menţin restricţii",[<b>Ordonanţă de Urgenţă nr.97 din 11 iunie      2020</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.98 din 11 iunie      2020 pentru prorogarea intrării în vigoare a unor prevederi din Legea nr. 75/2020 privind aprobarea Ordonanţei de urgenţă a Guvernului nr. 42/2020 pentru modificarea şi completarea Ordonanţei de urgenţă a Guvernului nr. 110/2017 privind Programul de susţinere a întreprinderilor mici şi mijlocii - IMM INVEST ROMÂNIA, precum şi pentru aprobarea Schemei de ajutor de stat pentru susţinerea activităţii IMM-urilor în contextul crizei economice generate de pandemia COVID-19",[<b>Ordonanţă de Urgenţă nr.98 din 11 iunie      2020</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ DE URGENŢĂ nr.99 din 25 iunie      2020 privind unele măsuri fiscale, modificarea unor acte normative şi prorogarea unor termene",[<b>Ordonanţă de Urgenţă nr.99 din 25 iunie      2020</b>],placeholder,placeholder,placeholder
title,date_ordo,status,law,date_law
ORDONANŢĂ nr.1 din 13 martie     1992 privind registrul agricol,[<b>Ordonanţă nr.1 din 13 martie     1992</b>],abrogata prin og,ORDONANŢĂ nr.28 din 27 august     2008 privind registrul agricol,<b>Ordonanţă nr.28 din 27 august     2008</b>
"ORDONANŢĂ nr.2 din 17 iulie      1992 privind determinarea despagubirilor in cazul unei pagube produse fondului forestier, vegetatiei forestiere din afara fondului forestier situate pe terenurile proprietate publica şi economiei vanatului",[<b>Ordonanţă nr.2 din 17 iulie      1992</b>],abrogata prin og,"ORDONANŢĂ nr.27 din 27 septembrie 1993 privind determinarea despagubirilor in cazul unor pagube produse fondului forestier, vegetatiei forestiere de pe terenurile proprietate publica situate in afara fondului forestier, precum şi economiei vanatului",<b>Ordonanţă nr.27 din 27 septembrie 1993</b>
ORDONANŢĂ nr.4 din 27 iulie      1992 privind accizele la carburanti,[<b>Ordonanţă nr.4 din 27 iulie      1992</b>],abrogata prin og,"ORDONANŢĂ nr.28 din 26 august     1992 privind accizele la produsele din import şi din tara, precum şi impozitul pe circulatie la titeiul din productia interna şi la gazele naturale",<b>Ordonanţă nr.28 din 26 august     1992</b>
ORDONANŢĂ nr.5 din 27 iulie      1992 privind taxele speciale de consumatie (accize) pentru produse din import şi din tara,[<b>Ordonanţă nr.5 din 27 iulie      1992</b>],uitata,placeholder,placeholder
ORDONANŢĂ nr.16 din 19 august     1992 privind taxele de eliberare a deciziilor de autorizare in domeniul audiovizualului,[<b>Ordonanţă nr.16 din 19 august     1992</b>],abrogata prin og,ORDONANŢĂ nr.9 din 4 august     1993 privind taxele de eliberare a deciziilor de autorizare in domeniul audiovizualului,<b>Ordonanţă nr.9 din 4 august     1993</b>
title,date_ordo,status,law,date_law
ORDONANŢĂ nr.15 din 9 august     1993 privind unele masuri pentru restructurarea activitatii regiilor autonome,[<b>Ordonanţă nr.15 din 9 august     1993</b>],uitata,placeholder,placeholder
"ORDONANŢĂ nr.27 din 27 septembrie 1993 privind determinarea despagubirilor in cazul unor pagube produse fondului forestier, vegetatiei forestiere de pe terenurile proprietate publica situate in afara fondului forestier, precum şi economiei vanatului",[<b>Ordonanţă nr.27 din 27 septembrie 1993</b>],abrogata prin lege,"LEGE nr.81 din 20 noiembrie  1993 privind determinarea despăgubirilor în cazul unor pagube produse fondului forestier, vegetaţiei forestiere din afara fondului forestier situate pe terenurile proprietate publică şi privată şi economiei vânatului",<b>Lege nr.81 din 20 noiembrie  1993</b>
title,date_ordo,status,law,date_law
ORDONANŢĂ nr.2 din 14 ianuarie   1994 privind calitatea in constructii,[<b>Ordonanţă nr.2 din 14 ianuarie   1994</b>],abrogata prin lege,LEGE nr.10 din 18 ianuarie   1995 privind calitatea în construcţii,<b>Lege nr.10 din 18 ianuarie   1995</b>
ORDONANŢĂ nr.3 din 14 ianuarie   1994 pentru modificarea Ordonantei Guvernului nr.15/1993 privind unele masuri pentru restructurarea activitatii regiilor autonome,[<b>Ordonanţă nr.3 din 14 ianuarie   1994</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ nr.5 din 14 ianuarie   1994 privind modificarea accizelor la bauturi alcoolice şi la tigari de calitate superioara, precum şi instituirea de accize la autoturisme de oras cu capacitate cilindrica de peste 1.800 cm3, noi sau rulate",[<b>Ordonanţă nr.5 din 14 ianuarie   1994</b>],abrogata prin lege,"LEGE nr.22 din 15 aprilie    1994 privind modificarea anexei nr.1 la Legea nr.42/1993 privind accizele la produsele din import şi din tara, precum şi impozitul la titeiul din productia interna şi gazele naturale",<b>Lege nr.22 din 15 aprilie    1994</b>
ORDONANŢĂ nr.44 din 12 august     1994 privind completarea articolului 5 din Ordonanta Guvernului nr.26/1993 privind tariful vamal de import al Romaniei,[<b>Ordonanţă nr.44 din 12 august     1994</b>],abrogata prin lege,LEGE nr.241 din 12 iulie      2007 pentru abrogarea unor reglementări prin care sunt acordate scutiri sau exonerări de la plata taxelor vamale ale unor bunuri,<b>Lege nr.241 din 12 iulie      2007</b>
ORDONANŢĂ nr.50 din 12 august     1994 privind instituirea unei taxe de trecere a frontierei in vederea constituirii unor resurse destinate protectiei sociale,[<b>Ordonanţă nr.50 din 12 august     1994</b>],placeholder,placeholder,placeholder
title,date_ordo,status,law,date_law
ORDONANŢĂ nr.39 din 29 august     1995 privind instituirea regimului de vanzare cu plata in rate a activelor şi actiunilor societatilor comerciale cu capital de stat,[<b>Ordonanţă nr.39 din 29 august     1995</b>],abrogata prin og,ORDONANŢĂ DE URGENŢĂ nr.37 din 10 iulie      1997 privind modificarea şi completarea Legii nr.55/1995 pentru accelerarea procesului de privatizare,<b>Ordonanţă de Urgenţă nr.37 din 10 iulie      1997</b>
title,date_ordo,status,law,date_law
"ORDONANŢĂ nr.42 din 29 august     1996 privind regularizarea influentelor financiare inregistrate de Agentia Nationala a Produselor Agricole - R.A. ca urmare a reorganizarii şi restructurarii Regiei Autonome ""Romcereal""",[<b>Ordonanţă nr.42 din 29 august     1996</b>],abrogata prin og,ORDONANŢĂ DE URGENŢĂ nr.16 din 5 mai        1997 privind regularizarea pierderilor inregistrate de Agentia Nationala a Produselor Agricole -- R.A. din activitatea anilor 1994-1996,<b>Ordonanţă de Urgenţă nr.16 din 5 mai        1997</b>
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
"ORDONANŢĂ nr.86 din 25 august     1998 pentru modificarea şi completarea Ordonanţei Guvernului nr.23/1995 privind instituirea sistemului de marcare pentru ţigarete, produse din tutun şi băuturi alcoolice",[<b>Ordonanţă nr.86 din 25 august     1998</b>],abrogata prin lege,LEGE nr.571 din 22 decembrie  2003 privind Codul fiscal,<b>Lege nr.571 din 22 decembrie  2003</b>
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
"ORDONANŢĂ nr.49 din 25 iulie      2002 pentru ratificarea Memorandumului de finanţare dintre Guvernul României şi Comisia Europeană referitor la Programul PHARE 2001 de cooperare transfrontalieră dintre România şi Ungaria - RO 0102, semnat la Bucureşti la 4 decembrie 2001",[<b>Ordonanţă nr.49 din 25 iulie      2002</b>],uitata,placeholder,placeholder
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
"ORDONANŢĂ nr.4 din 12 ianuarie   2006 privind creşterile salariale ce se vor acorda în anul 2006 personalului didactic din unităţile şi instituţiile de învăţământ, salarizat potrivit Legii nr. 128/1997 privind Statutul personalului didactic",[<b>Ordonanţă nr.4 din 12 ianuarie   2006</b>],placeholder,placeholder,placeholder
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
ORDONANŢĂ nr.27 din 31 august     2011 privind transporturile rutiere,[<b>Ordonanţă nr.27 din 31 august     2011</b>],uitata,placeholder,placeholder
"ORDONANŢĂ nr.28 din 31 august     2011 pentru modificarea şi completarea Legii nr. 206/2004 privind buna conduită în cercetarea ştiinţifică, dezvoltarea tehnologică şi inovare",[<b>Ordonanţă nr.28 din 31 august     2011</b>],placeholder,placeholder,placeholder
title,date_ordo,status,law,date_law
title,date_ordo,status,law,date_law
ORDONANŢĂ nr.5 din 22 ianuarie   2013 privind stabilirea unor măsuri speciale de impozitare a activităţilor cu caracter de monopol natural din sectorul energiei electrice şi al gazului natural,[<b>Ordonanţă nr.5 din 22 ianuarie   2013</b>],uitata,placeholder,placeholder
title,date_ordo,status,law,date_law
"ORDONANŢĂ nr.28 din 28 august     2014 privind unele măsuri pentru dezvoltarea infrastructurii de stocare a energiei electrice şi de echilibrare a Sistemului electroenergetic naţional, prin construirea şi operarea centralelor hidroelectrice cu acumulare prin pompaj cu putere instalată mai mare de 15 MW",[<b>Ordonanţă nr.28 din 28 august     2014</b>],placeholder,placeholder,placeholder
title,date_ordo,status,law,date_law
ORDONANŢĂ nr.1 din 14 ianuarie   2015 pentru modificarea şi completarea Legii recunoştinţei pentru victoria Revoluţiei Române din Decembrie 1989 şi pentru revolta muncitorească anticomunistă de la Braşov din noiembrie 1987 nr. 341/2004,[<b>Ordonanţă nr.1 din 14 ianuarie   2015</b>],placeholder,placeholder,placeholder
ORDONANŢĂ nr.38 din 26 august     2015 privind soluţionarea alternativă a litigiilor dintre consumatori şi comercianţi,[<b>Ordonanţă nr.38 din 26 august     2015</b>],uitata,placeholder,placeholder
title,date_ordo,status,law,date_law
ORDONANŢĂ nr.8 din 27 ianuarie   2016 pentru modificarea şi completarea Legii nr. 38/2003 privind transportul în regim de taxi şi în regim de închiriere	,[<b>Ordonanţă nr.8 din 27 ianuarie   2016</b>],placeholder,placeholder,placeholder
ORDONANŢĂ nr.14 din 10 august     2016 cu privire la rectificarea bugetului de stat pe anul 2016	,[<b>Ordonanţă nr.14 din 10 august     2016</b>],placeholder,placeholder,placeholder
ORDONANŢĂ nr.15 din 10 august     2016 pentru rectificarea bugetului asigurărilor sociale de stat pe anul 2016	,[<b>Ordonanţă nr.15 din 10 august     2016</b>],placeholder,placeholder,placeholder
title,date_ordo,status,law,date_law
ORDONANŢĂ nr.4 din 20 iulie      2017 pentru modificarea şi completarea Legii nr. 227/2015 privind Codul fiscal,[<b>Ordonanţă nr.4 din 20 iulie      2017</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ nr.16 din 30 august     2017 pentru modificarea Ordonanţei de urgenţă a Guvernului nr. 55/2016 privind reorganizarea Companiei Naţionale de Autostrăzi şi Drumuri Naţionale din România - S.A. şi înfiinţarea dompaniei Naţionale de Investiţii Rutiere - S.A., precum şi modificarea şi completarea unor acte normative	",[<b>Ordonanţă nr.16 din 30 august     2017</b>],placeholder,placeholder,placeholder
ORDONANŢĂ nr.17 din 30 august     2017 pentru modificarea art. 8 din Legea nr. 165/2016 privind siguranţa operaţiunilor petroliere offshore,[<b>Ordonanţă nr.17 din 30 august     2017</b>],placeholder,placeholder,placeholder
title,date_ordo,status,law,date_law
"ORDONANŢĂ nr.2 din 2 august     2018 privind pachetele de servicii de călătorie şi serviciile de călătorie asociate, precum şi pentru modificarea unor acte normative	",[<b>Ordonanţă nr.2 din 2 august     2018</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ nr.6 din 23 august     2018 privind modificarea Ordonanţei de urgenţă a Guvernului nr. 92/2011 pentru aprobarea organizării unor acţiuni de informare şi promovare privind politicile aplicate în domeniul agriculturii şi dezvoltării rurale, în plan intern şi internaţional",[<b>Ordonanţă nr.6 din 23 august     2018</b>],placeholder,placeholder,placeholder
ORDONANŢĂ nr.9 din 23 august     2018 privind modificarea şi completarea unor acte normative în domeniul educaţiei,[<b>Ordonanţă nr.9 din 23 august     2018</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ nr.15 din 29 august     2018 pentru completarea art. 15 din Ordonanţa de urgenţă a Guvernului nr. 90/2017 privind unele măsuri fiscal-bugetare, modificarea şi completarea unor acte normative şi prorogarea unor termene",[<b>Ordonanţă nr.15 din 29 august     2018</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ nr.17 din 29 august     2018 pentru modificarea şi completarea Ordonanţei Guvernului nr. 26/2009 privind înfiinţarea, organizarea şi funcţionarea Centrului de Investigaţii şi Analiză pentru Siguranţa Aviaţiei Civile si pentru abrogarea Ordonanţei Guvernului nr. 51/19§9 privind investigaţia tehnică a accidentelor şi incidentelor din aviaţia civilă	",[<b>Ordonanţă nr.17 din 29 august     2018</b>],placeholder,placeholder,placeholder
ORDONANŢĂ nr.18 din 29 august     2018 privind reglementarea unor măsuri în domeniul inspecţiei economico-financiare efectuate de Ministerul Finanţelor Publice şi pentru completarea unor acte normative,[<b>Ordonanţă nr.18 din 29 august     2018</b>],placeholder,placeholder,placeholder
title,date_ordo,status,law,date_law
ORDONANŢĂ nr.5 din 24 iulie      2019 pentru prorogarea unui termen prevăzut în art. 2 alin. (1) din Ordonanţa de urgenţă a Guvernului nr. 18/2015 privind stabilirea unor măsuri necesare pentru asigurarea tranziţiei de la televiziunea analogică terestră la televiziunea digitală terestră şi implementarea serviciilor multimedia la nivel naţional,[<b>Ordonanţă nr.5 din 24 iulie      2019</b>],placeholder,placeholder,placeholder
ORDONANŢĂ nr.6 din 31 iulie      2019 privind instituirea unor facilităţi fiscale,[<b>Ordonanţă nr.6 din 31 iulie      2019</b>],uitata,placeholder,placeholder
ORDONANŢĂ nr.7 din 8 august     2019 pentru modificarea Ordonanţei de urgenţă a Guvernului nr. 34/2000 privind produsele agroalimentare ecologice,[<b>Ordonanţă nr.7 din 8 august     2019</b>],placeholder,placeholder,placeholder
ORDONANŢĂ nr.8 din 8 august     2019 pentru modificarea Ordonanţei Guvernului nr. 39/2005 privind cinematografia,[<b>Ordonanţă nr.8 din 8 august     2019</b>],placeholder,placeholder,placeholder
"ORDONANŢĂ nr.9 din 8 august     2019 pentru modificarea şi completarea Legii nr. 95/2006 privind reforma în domeniul sănătăţii, precum şi pentru modificarea şi completarea unor acte normative în domeniul sănătăţii, a unor reglementări cu privire la programe guvernamentale naţionale şi cu privire la măsuri fiscal-bugetare",[<b>Ordonanţă nr.9 din 8 august     2019</b>],placeholder,placeholder,placeholder
ORDONANŢĂ nr.11 din 12 august     2019 pentru modificarea şi completarea Ordonanţei de urgenţă a Guvernului nr. 195/2002 privind circulaţia pe drumurile publice,[<b>Ordonanţă nr.11 din 12 august     2019</b>],placeholder,placeholder,placeholder
ORDONANŢĂ nr.12 din 12 august     2019 cu privire la rectificarea bugetului de stat pe anul 2019,[<b>Ordonanţă nr.12 din 12 august     2019</b>],uitata,placeholder,placeholder
ORDONANŢĂ nr.13 din 12 august     2019 pentru rectificarea bugetului asigurărilor sociale de stat pe anul 2019,[<b>Ordonanţă nr.13 din 12 august     2019</b>],placeholder,placeholder,placeholder
